CVE_ID,dependents,upstream_GAV,severity,cvss,CWE,Link Presence,stars_count_at_commit,commits_count_at_commit,rq1_reporting,upstream_GA,rq2_class,pattern,in_analysis
CVE-2021-28168,16,org.glassfish.jersey.core:jersey-common:2.31,Low,2.1,CWE-668,contains links,459.0,632.0,Transparent,org.glassfish.jersey.core:jersey-common,Transparent,T1,True
CVE-2021-28169,2,org.eclipse.jetty:jetty-servlets:11.0.1,Medium,5.0,,contains links,2952.0,23577.0,Transparent,org.eclipse.jetty:jetty-servlets,,,False
CVE-2021-28657,19,org.apache.tika:tika-parsers:1.24.1,Medium,4.3,CWE-835,no links,1096.0,5053.0,Silent,org.apache.tika:tika-parsers,Silent,S1,True
CVE-2021-29043,3,com.liferay.portal:com.liferay.portal.kernel:7.0.0,Medium,4.3,CWE-522,no links,10.0,485213.0,Silent,com.liferay.portal:com.liferay.portal.kernel,,,False
CVE-2021-29262,14,org.apache.solr:solr-core:7.4.0,Medium,4.3,CWE-522,no links,3893.0,34918.0,Silent,org.apache.solr:solr-core,Silent,S1,True
CVE-2021-29425,4386,commons-io:commons-io:2.4,Medium,5.8,CWE-22,no links,400.0,2102.0,Silent,commons-io:commons-io,,,False
CVE-2021-29451,6,com.manydesigns:portofino-core:5.2.0,Medium,6.4,CWE-347,no links,145.0,3776.0,Silent,com.manydesigns:portofino-core,,,False
CVE-2021-29943,14,org.apache.solr:solr-core:7.4.0,Medium,6.4,CWE-863,contains links,49.0,34983.0,Transparent,org.apache.solr:solr-core,Transparent,T2,True
CVE-2021-30179,23,org.apache.dubbo:dubbo:2.7.3,High,7.5,CWE-502,contains links,31807.0,4470.0,Transparent,org.apache.dubbo:dubbo,Transparent,T1,True
CVE-2021-30468,4,org.apache.cxf:cxf-rt-rs-json-basic:3.4.3,Medium,5.0,CWE-835,contains links,683.0,16372.0,Transparent,org.apache.cxf:cxf-rt-rs-json-basic,,,False
CVE-2021-31404,16,com.vaadin:flow-server:1.0.5,Low,1.9,CWE-203,contains links,245.0,20869.0,Transparent,com.vaadin:flow-server,,,False
CVE-2021-31406,20,com.vaadin:flow-server:5.0.2,Low,1.9,CWE-203,contains links,252.0,20924.0,Transparent,com.vaadin:flow-server,,,False
CVE-2021-31407,17,com.vaadin:flow-server:2.4.0,Medium,5.0,CWE-668,contains links,254.0,20949.0,Transparent,com.vaadin:flow-server,,,False
CVE-2021-31409,2,com.vaadin:vaadin-compatibility-server:8.1.5,Medium,5.0,CWE-400,contains links,1555.0,19048.0,Transparent,com.vaadin:vaadin-compatibility-server,,,False
CVE-2021-31411,17,com.vaadin:flow-server:2.4.0,Medium,4.6,,contains links,266.0,21085.0,Transparent,com.vaadin:flow-server,,,False
CVE-2021-31412,27,com.vaadin:flow-server:6.0.2,Medium,4.3,CWE-20,contains links,274.0,21234.0,Transparent,com.vaadin:flow-server,,,False
CVE-2021-31684,68,net.minidev:json-smart:2.3,Medium,5.0,CWE-787,contains links,101.0,212.0,Transparent,net.minidev:json-smart,Transparent,T1,True
CVE-2021-32053,1,ca.uhn.hapi.fhir:hapi-fhir-jpaserver-api:5.3.3,Medium,5.0,CWE-400,contains links,1153.0,7949.0,Transparent,ca.uhn.hapi.fhir:hapi-fhir-jpaserver-api,,,False
CVE-2021-32623,2,org.opencastproject:opencast-authorization-xacml:9.5,Medium,4.0,CWE-776,contains links,186.0,14663.0,Transparent,org.opencastproject:opencast-authorization-xacml,,,False
CVE-2021-32769,7,io.micronaut:micronaut-core:2.5.5,Medium,5.0,CWE-22,no links,4617.0,10489.0,Silent,io.micronaut:micronaut-core,,,False
CVE-2021-33604,27,com.vaadin:flow-server:6.0.2,Low,1.2,,contains links,233.0,20648.0,Transparent,com.vaadin:flow-server,,,False
CVE-2021-34428,3,org.eclipse.jetty:jetty-server:11.0.2,Low,3.6,CWE-613,no links,2953.0,23583.0,Silent,org.eclipse.jetty:jetty-server,,,False
CVE-2021-34797,3,org.apache.geode:geode-core:1.12.0,Medium,5.0,CWE-532,contains links,1902.0,10441.0,Transparent,org.apache.geode:geode-core,,,False
CVE-2021-36090,303,org.apache.commons:commons-compress:1.18,Medium,5.0,,no links,186.0,3279.0,Silent,org.apache.commons:commons-compress,Silent,S1,True
CVE-2021-36151,36,org.apache.gobblin:gobblin-utility:0.15.0,Low,2.1,CWE-200,contains links,1802.0,5697.0,Transparent,org.apache.gobblin:gobblin-utility,,,False
CVE-2021-3642,12,org.wildfly.security:wildfly-elytron:1.1.0.Final,Low,3.5,CWE-203,contains links,52.0,4729.0,Transparent,org.wildfly.security:wildfly-elytron,Transparent,T1,True
CVE-2021-37136,88,io.netty:netty-codec:4.1.5.Final,Medium,5.0,CWE-400,contains links,26390.0,11186.0,Transparent,io.netty:netty-codec,,,False
CVE-2021-37137,88,io.netty:netty-codec:4.1.5.Final,Medium,5.0,CWE-400,contains links,26390.0,11185.0,Transparent,io.netty:netty-codec,,,False
CVE-2021-37714,244,org.jsoup:jsoup:1.13.1,Medium,5.0,CWE-248;CWE-835,contains links,8521.0,1534.0,Transparent,org.jsoup:jsoup,Transparent,T1,True
CVE-2021-38153,144,org.apache.kafka:kafka-clients:2.8.0,Medium,4.3,CWE-203,contains links,18555.0,9331.0,Transparent,org.apache.kafka:kafka-clients,Transparent,T1,True
CVE-2021-38294,1,org.apache.storm:storm-server:2.0.0,High,7.5,CWE-78,contains links,6073.0,10461.0,Transparent,org.apache.storm:storm-server,,,False
CVE-2021-39139,179,com.thoughtworks.xstream:xstream:1.4.11.1,Medium,6.5,CWE-502;CWE-434,no links,566.0,2809.0,Silent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2021-39140,179,com.thoughtworks.xstream:xstream:1.4.11.1,Medium,6.3,CWE-502;CWE-835,no links,566.0,2809.0,Silent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2021-39141,179,com.thoughtworks.xstream:xstream:1.4.11.1,Medium,6.0,CWE-502;CWE-434,no links,566.0,2809.0,Silent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2021-39147,179,com.thoughtworks.xstream:xstream:1.4.11.1,Medium,6.0,CWE-502;CWE-434,no links,566.0,2809.0,Silent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2021-39148,179,com.thoughtworks.xstream:xstream:1.4.11.1,Medium,6.0,CWE-502;CWE-434,no links,566.0,2809.0,Silent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2021-39149,179,com.thoughtworks.xstream:xstream:1.4.11.1,Medium,6.0,CWE-502;CWE-434,no links,566.0,2809.0,Silent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2021-39151,179,com.thoughtworks.xstream:xstream:1.4.11.1,Medium,6.0,CWE-502;CWE-434,no links,566.0,2809.0,Silent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2021-39152,179,com.thoughtworks.xstream:xstream:1.4.11.1,Medium,6.0,CWE-918;CWE-502,no links,566.0,2809.0,Silent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2021-39153,179,com.thoughtworks.xstream:xstream:1.4.11.1,Medium,6.0,CWE-502;CWE-434,no links,566.0,2809.0,Silent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2021-39154,179,com.thoughtworks.xstream:xstream:1.4.11.1,Medium,6.0,CWE-502;CWE-434,no links,566.0,2809.0,Silent,com.thoughtworks.xstream:xstream,,,False
CVE-2021-40690,7,org.apache.santuario:xmlsec:2.2.1,Medium,5.0,CWE-200,no links,12.0,1229.0,Silent,org.apache.santuario:xmlsec,,,False
CVE-2021-40865,4,org.apache.storm:storm-core:1.1.1,High,7.5,CWE-502,no links,6066.0,10457.0,Silent,org.apache.storm:storm-core,,,False
CVE-2021-41079,5,org.apache.tomcat:tomcat-coyote:10.0.0,Medium,4.3,CWE-835,no links,4892.0,22968.0,Silent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2021-41269,25,com.cronutils:cron-utils:5.0.5,Medium,6.8,CWE-94,contains links,772.0,1301.0,Transparent,com.cronutils:cron-utils,Transparent,T1,True
CVE-2021-41561,3,org.apache.parquet:parquet-format-structures:1.12.0,Medium,5.0,CWE-20,no links,1336.0,2309.0,Silent,org.apache.parquet:parquet-format-structures,,,False
CVE-2021-41767,1,org.apache.guacamole:guacamole-common:1.3.0,Medium,4.0,CWE-200,no links,830.0,5920.0,Silent,org.apache.guacamole:guacamole-common,,,False
CVE-2021-41973,1,org.apache.mina:mina-http:2.1.4,Medium,4.3,CWE-835,no links,764.0,2404.0,Silent,org.apache.mina:mina-http,,,False
CVE-2021-42340,2,org.apache.tomcat:tomcat-websocket:8.5.43,Medium,5.0,CWE-772,no links,5299.0,23629.0,Silent,org.apache.tomcat:tomcat-websocket,,,False
CVE-2021-42392,507,com.h2database:h2:1.4.200,Critical,10.0,CWE-502,no links,2974.0,13759.0,Silent,com.h2database:h2,,,False
CVE-2021-42575,7,com.googlecode.owasp-java-html-sanitizer:owasp-java-html-sanitizer:20191001.1,High,7.5,,contains links,630.0,504.0,Transparent,com.googlecode.owasp-java-html-sanitizer:owasp-java-html-sanitizer,,,False
CVE-2021-43113,4,com.itextpdf:io:7.1.15,High,7.5,CWE-77,no links,961.0,5294.0,Silent,com.itextpdf:io,,,False
CVE-2021-43570,2,com.starkbank.ellipticcurve:starkbank-ecdsa:1.0.0,High,7.5,CWE-347,contains links,21.0,63.0,Transparent,com.starkbank.ellipticcurve:starkbank-ecdsa,,,False
CVE-2021-43795,14,com.linecorp.armeria:armeria:1.11.0,Medium,5.0,CWE-22,contains links,3203.0,3216.0,Transparent,com.linecorp.armeria:armeria,,,False
CVE-2021-43797,43,io.netty:netty-codec-http:4.1.63.Final,Medium,4.3,CWE-444,contains links,26986.0,11326.0,Transparent,io.netty:netty-codec-http,,,False
CVE-2021-43859,169,com.thoughtworks.xstream:xstream:1.3.1,Medium,5.0,CWE-400,contains links,609.0,2839.0,Transparent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2021-44228,499,org.apache.logging.log4j:log4j-core:2.13.3,Critical,9.3,CWE-20;CWE-400;CWE-502,contains links,1224.0,11235.0,Transparent,org.apache.logging.log4j:log4j-core,,,False
CVE-2021-44548,6,org.apache.solr:solr-core:4.10.4,Medium,6.8,CWE-22,contains links,236.0,35442.0,Transparent,org.apache.solr:solr-core,,,False
CVE-2021-44832,499,org.apache.logging.log4j:log4j-core:2.13.3,High,8.5,CWE-20,no links,2357.0,11437.0,Silent,org.apache.logging.log4j:log4j-core,,,False
CVE-2021-44878,1,org.pac4j:pac4j-oidc:3.6.1,Medium,5.0,CWE-347,no links,2023.0,3368.0,Silent,org.pac4j:pac4j-oidc,,,False
CVE-2021-45046,499,org.apache.logging.log4j:log4j-core:2.13.3,Medium,5.1,CWE-502,contains links,1744.0,11272.0,Transparent,org.apache.logging.log4j:log4j-core,,,False
CVE-2021-45105,32,org.apache.logging.log4j:log4j-1.2-api:2.11.1,Medium,4.3,CWE-20;CWE-674,no links,2162.0,11345.0,Silent,org.apache.logging.log4j:log4j-1.2-api,,,False
CVE-2022-0239,40,edu.stanford.nlp:stanford-corenlp:3.8.0,High,7.5,CWE-611,no links,8013.0,16840.0,Silent,edu.stanford.nlp:stanford-corenlp,,,False
CVE-2022-0265,19,com.hazelcast:hazelcast:5.0.2,High,7.5,CWE-611,contains links,4470.0,35711.0,Transparent,com.hazelcast:hazelcast,,,False
CVE-2022-0839,37,org.liquibase:liquibase-core:4.3.5,High,7.5,CWE-611,contains links,2851.0,10545.0,Transparent,org.liquibase:liquibase-core,Transparent,T1,True
CVE-2022-21724,200,org.postgresql:postgresql:42.2.5,High,7.5,CWE-665,contains links,980.0,3004.0,Transparent,org.postgresql:postgresql,Silent,S1,True
CVE-2022-22885,5,cn.hutool:hutool-http:5.7.18,High,7.5,CWE-295,no links,20213.0,3023.0,Silent,cn.hutool:hutool-http,,,False
CVE-2022-22946,1,org.springframework.cloud:spring-cloud-gateway-server:3.1.0,Low,2.1,CWE-295,no links,3241.0,2011.0,Silent,org.springframework.cloud:spring-cloud-gateway-server,,,False
CVE-2022-23181,2,org.apache.tomcat:tomcat-catalina:10.1.0-M16,Low,3.7,CWE-367,no links,5487.0,23877.0,Silent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2022-23221,34,com.h2database:h2:2.0.206,Critical,10.0,CWE-94,contains links,2980.0,13774.0,Transparent,com.h2database:h2,Transparent,T1,True
CVE-2022-23596,18,com.github.junrar:junrar:0.7,Medium,5.0,CWE-835,contains links,181.0,264.0,Transparent,com.github.junrar:junrar,,,False
CVE-2022-23640,5,com.monitorjbl:xlsx-streamer:1.2.1,High,7.5,CWE-611,no links,385.0,253.0,Silent,com.monitorjbl:xlsx-streamer,,,False
CVE-2022-23913,6,org.apache.activemq:artemis-core-client:2.19.1,Medium,5.0,CWE-400,contains links,734.0,8952.0,Transparent,org.apache.activemq:artemis-core-client,,,False
CVE-2022-24197,4,com.itextpdf:io:7.1.15,Medium,4.3,CWE-787,no links,1009.0,5400.0,Silent,com.itextpdf:io,,,False
CVE-2022-24198,6,com.itextpdf:kernel:7.2.0,Medium,4.3,CWE-125,no links,923.0,5227.0,Silent,com.itextpdf:kernel,,,False
CVE-2022-24289,2,org.apache.cayenne:cayenne-server:4.2.M3,Medium,6.5,CWE-502,no links,208.0,6610.0,Silent,org.apache.cayenne:cayenne-server,,,False
CVE-2022-25312,5,org.apache.any23:apache-any23-core:2.3,Medium,6.4,CWE-611,no links,80.0,2042.0,Silent,org.apache.any23:apache-any23-core,,,False
CVE-2022-26336,12,org.apache.poi:poi-scratchpad:5.0.0,Medium,4.3,CWE-20;CWE-770,contains links,1288.0,11751.0,Transparent,org.apache.poi:poi-scratchpad,,,False
