CVE_ID,dependents,upstream_GAV,severity,cvss,CWE,Link Presence,stars_count_at_commit,commits_count_at_commit,rq1_reporting,upstream_GA,rq2_class,pattern,in_analysis
CVE-2020-10683,21,org.dom4j:dom4j:2.0.0,High,7.5,CWE-611,no links,551.0,117.0,Silent,org.dom4j:dom4j,Silent,S1,True
CVE-2020-10686,9,org.keycloak:keycloak-services:8.0.1,Medium,6.5,,no links,5187.0,14523.0,Silent,org.keycloak:keycloak-services,,,False
CVE-2020-10688,31,org.jboss.resteasy:resteasy-jaxrs:3.0.19.Final,Medium,4.3,CWE-79,contains links,835.0,4456.0,Transparent,org.jboss.resteasy:resteasy-jaxrs,Transparent,T1,True
CVE-2020-10714,12,org.wildfly.security:wildfly-elytron:1.1.0.Final,Medium,5.1,CWE-384,no links,39.0,4314.0,Silent,org.wildfly.security:wildfly-elytron,Silent,S1,True
CVE-2020-10719,75,io.undertow:undertow-core:2.0.28.Final,Medium,6.4,CWE-444,no links,2553.0,4803.0,Silent,io.undertow:undertow-core,Silent,S1,True
CVE-2020-10727,3,org.apache.activemq:artemis-server:2.10.1,Low,2.1,CWE-312;CWE-522,contains links,527.0,7122.0,Transparent,org.apache.activemq:artemis-server,,,False
CVE-2020-10740,2,org.wildfly:wildfly-naming-client:1.0.9.Final,Medium,6.0,CWE-502,no links,7.0,219.0,Silent,org.wildfly:wildfly-naming-client,,,False
CVE-2020-11002,2,io.dropwizard:dropwizard-validation:2.0.2,Critical,9.0,CWE-74,contains links,7099.0,5320.0,Transparent,io.dropwizard:dropwizard-validation,,,False
CVE-2020-11050,41,org.java-websocket:Java-WebSocket:1.3.0,Medium,6.8,CWE-295,no links,6306.0,975.0,Silent,org.java-websocket:Java-WebSocket,Silent,S2,True
CVE-2020-11612,88,io.netty:netty-codec:4.1.5.Final,Medium,5.0,CWE-770,contains links,21156.0,9705.0,Transparent,io.netty:netty-codec,Transparent,T1,True
CVE-2020-11969,11,org.apache.tomee:openejb-core:8.0.1,Medium,6.8,CWE-306,no links,309.0,13181.0,Silent,org.apache.tomee:openejb-core,,,False
CVE-2020-11971,5,org.apache.camel:camel-main:3.1.0,Medium,5.0,,contains links,2975.0,43900.0,Transparent,org.apache.camel:camel-main,,,False
CVE-2020-11987,1,org.apache.xmlgraphics:batik-svgbrowser:1.13,Medium,6.4,CWE-20;CWE-918,contains links,104.0,3522.0,Transparent,org.apache.xmlgraphics:batik-svgbrowser,,,False
CVE-2020-11988,7,org.apache.xmlgraphics:xmlgraphics-commons:2.4,Medium,6.4,CWE-20;CWE-918,contains links,11.0,585.0,Transparent,org.apache.xmlgraphics:xmlgraphics-commons,,,False
CVE-2020-11989,51,org.apache.shiro:shiro-web:1.3.2,High,7.5,,contains links,2696.0,1978.0,Transparent,org.apache.shiro:shiro-web,Transparent,T1,True
CVE-2020-11995,23,org.apache.dubbo:dubbo:2.7.3,High,7.5,CWE-502,contains links,30932.0,4380.0,Transparent,org.apache.dubbo:dubbo,Transparent,T1,True
CVE-2020-11996,3,org.apache.tomcat:tomcat-coyote:9.0.35,Medium,5.0,,no links,4172.0,22187.0,Silent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2020-11998,3,org.apache.activemq:activemq-broker:5.15.12,High,7.5,,contains links,1631.0,10607.0,Transparent,org.apache.activemq:activemq-broker,,,False
CVE-2020-12480,7,com.typesafe.play:filters-helpers_2.12:2.8.1,Medium,4.3,CWE-352,contains links,10830.0,10864.0,Transparent,com.typesafe.play:filters-helpers_2.12,,,False
CVE-2020-13444,12,com.liferay:com.liferay.dynamic.data.mapping.service:2.0.0,Medium,4.0,,no links,9.0,409656.0,Silent,com.liferay:com.liferay.dynamic.data.mapping.service,,,False
CVE-2020-13692,200,org.postgresql:postgresql:42.2.5,Medium,6.8,CWE-611,no links,759.0,2669.0,Silent,org.postgresql:postgresql,Silent,S1,True
CVE-2020-13920,20,org.apache.activemq:activemq-broker:5.15.11,Medium,4.3,CWE-306,contains links,1566.0,10462.0,Transparent,org.apache.activemq:activemq-broker,Transparent,T1,True
CVE-2020-13929,3,org.apache.zeppelin:zeppelin-interpreter:0.8.0,Medium,5.0,,no links,4934.0,4816.0,Silent,org.apache.zeppelin:zeppelin-interpreter,,,False
CVE-2020-13933,51,org.apache.shiro:shiro-web:1.3.2,Medium,5.0,,contains links,2737.0,2005.0,Transparent,org.apache.shiro:shiro-web,Transparent,T1,True
CVE-2020-13934,5,org.apache.tomcat:tomcat-coyote:10.0.0,Medium,5.0,CWE-476;CWE-401,no links,4290.0,22292.0,Silent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2020-13936,84,org.apache.velocity:velocity-engine-core:2.0,Critical,9.0,,contains links,209.0,4367.0,Transparent,org.apache.velocity:velocity-engine-core,Transparent,T1,True
CVE-2020-13940,6,org.apache.nifi:nifi-framework-api:1.11.4,Medium,4.3,CWE-611,contains links,2058.0,5929.0,Transparent,org.apache.nifi:nifi-framework-api,,,False
CVE-2020-13941,14,org.apache.solr:solr-core:7.4.0,Medium,6.5,CWE-20,contains links,3351.0,33836.0,Transparent,org.apache.solr:solr-core,Transparent,T1,True
CVE-2020-13943,3,org.apache.tomcat:tomcat-coyote:9.0.35,Medium,4.0,,no links,4447.0,22397.0,Silent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2020-13946,1,org.apache.cassandra:cassandra-all:2.2.2,Medium,4.3,CWE-668,contains links,5804.0,25545.0,Transparent,org.apache.cassandra:cassandra-all,,,False
CVE-2020-13954,5,org.apache.cxf:cxf-rt-transports-http:3.4.0,Medium,4.3,CWE-79,contains links,638.0,15928.0,Transparent,org.apache.cxf:cxf-rt-transports-http,,,False
CVE-2020-13955,7,org.apache.calcite:calcite-core:1.18.0,Medium,4.3,CWE-295,no links,1959.0,4361.0,Silent,org.apache.calcite:calcite-core,,,False
CVE-2020-13957,14,org.apache.solr:solr-core:7.4.0,High,7.5,CWE-863,no links,3555.0,34272.0,Silent,org.apache.solr:solr-core,Silent,S1,True
CVE-2020-13959,5,org.apache.velocity.tools:velocity-tools-view:3.0,Medium,4.3,CWE-79,no links,27.0,1817.0,Silent,org.apache.velocity.tools:velocity-tools-view,,,False
CVE-2020-15170,2,com.ctrip.framework.apollo:apollo-core:1.7.0,Medium,6.8,,no links,20640.0,2406.0,Silent,com.ctrip.framework.apollo:apollo-core,,,False
CVE-2020-15250,4015,junit:junit:4.12,Low,1.9,CWE-732,contains links,7503.0,2440.0,Transparent,junit:junit,,,False
CVE-2020-1695,31,org.jboss.resteasy:resteasy-jaxrs:3.0.19.Final,Medium,5.0,,no links,840.0,4496.0,Silent,org.jboss.resteasy:resteasy-jaxrs,Silent,S1,True
CVE-2020-1698,4,org.keycloak:keycloak-authz-client:4.8.3.Final,Low,2.1,CWE-532,no links,4901.0,14327.0,Silent,org.keycloak:keycloak-authz-client,,,False
CVE-2020-1714,22,org.keycloak:keycloak-common:4.8.3.Final,Medium,6.5,CWE-20,no links,5945.0,14740.0,Silent,org.keycloak:keycloak-common,,,False
CVE-2020-1727,15,org.keycloak:keycloak-server-spi-private:7.0.0,Medium,5.5,CWE-20,no links,5079.0,14448.0,Silent,org.keycloak:keycloak-server-spi-private,,,False
CVE-2020-1744,8,org.keycloak:keycloak-services:7.0.0,Medium,6.8,CWE-755,no links,5187.0,14522.0,Silent,org.keycloak:keycloak-services,,,False
CVE-2020-1745,91,io.undertow:undertow-core:2.2.14.Final,High,7.5,,no links,2470.0,4731.0,Silent,io.undertow:undertow-core,Silent,S1,True
CVE-2020-17516,10,org.apache.cassandra:cassandra-all:3.11.3,Medium,4.3,CWE-290,no links,6096.0,25970.0,Silent,org.apache.cassandra:cassandra-all,,,False
CVE-2020-17518,36,org.apache.flink:flink-runtime_2.12:1.10.1,Medium,5.0,CWE-22,contains links,13863.0,24562.0,Transparent,org.apache.flink:flink-runtime_2.12,,,False
CVE-2020-17521,111,org.codehaus.groovy:groovy:2.4.5,Low,2.1,,contains links,3686.0,17775.0,Transparent,org.codehaus.groovy:groovy,Transparent,T1,True
CVE-2020-17523,100,org.apache.shiro:shiro-core:1.4.0,Critical,9.0,CWE-287,no links,3125.0,2117.0,Silent,org.apache.shiro:shiro-core,Silent,S1,True
CVE-2020-17527,5,org.apache.tomcat:tomcat-coyote:10.0.0,Medium,5.0,CWE-200,contains links,4634.0,22697.0,Transparent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2020-17530,10,org.apache.struts:struts2-core:2.3.16.3,High,7.5,CWE-917,no links,986.0,5997.0,Silent,org.apache.struts:struts2-core,,,False
CVE-2020-1758,9,org.keycloak:keycloak-services:9.0.2,Medium,4.3,CWE-295,no links,5326.0,14565.0,Silent,org.keycloak:keycloak-services,,,False
CVE-2020-1926,19,org.apache.hive:hive-service:2.3.1,Medium,4.3,CWE-203,contains links,3279.0,15061.0,Transparent,org.apache.hive:hive-service,,,False
CVE-2020-1928,1,org.apache.nifi:nifi-web-api:1.10.0,Medium,5.0,CWE-532,contains links,1760.0,5563.0,Transparent,org.apache.nifi:nifi-web-api,,,False
CVE-2020-1933,1,org.apache.nifi:nifi-web-api:1.10.0,Medium,4.3,CWE-79,contains links,1760.0,5563.0,Transparent,org.apache.nifi:nifi-web-api,,,False
CVE-2020-1935,7,org.apache.tomcat:tomcat-coyote:9.0.30,Medium,5.8,CWE-444,no links,3867.0,21791.0,Silent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2020-1938,4,org.apache.tomcat:tomcat-coyote:9.0.41,High,7.5,,no links,3867.0,21797.0,Silent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2020-1940,2,org.apache.jackrabbit:oak-core:1.6.1,Medium,5.0,CWE-212,contains links,279.0,16527.0,Transparent,org.apache.jackrabbit:oak-core,,,False
CVE-2020-1942,1,org.apache.nifi:nifi-framework-core:1.2.0,Medium,5.0,CWE-532,no links,1771.0,5595.0,Silent,org.apache.nifi:nifi-framework-core,,,False
CVE-2020-1945,9,org.apache.ant:ant:1.9.13,Low,3.3,CWE-668,no links,238.0,14611.0,Silent,org.apache.ant:ant,,,False
CVE-2020-1950,15,org.apache.tika:tika-parsers:1.20,Medium,4.3,CWE-400,no links,918.0,4672.0,Silent,org.apache.tika:tika-parsers,Silent,S1,True
CVE-2020-1951,16,org.apache.tika:tika-parsers:1.22,Medium,4.3,CWE-835,no links,918.0,4672.0,Silent,org.apache.tika:tika-parsers,Silent,S1,True
CVE-2020-1953,46,org.apache.commons:commons-configuration2:2.2,High,7.5,,no links,87.0,3166.0,Silent,org.apache.commons:commons-configuration2,Silent,S1,True
CVE-2020-1954,5,org.apache.cxf:cxf-rt-management:3.0.2,Low,2.9,,contains links,583.0,15483.0,Transparent,org.apache.cxf:cxf-rt-management,,,False
CVE-2020-1957,10,org.apache.shiro:shiro-core:1.5.1,High,7.5,,contains links,2656.0,1969.0,Transparent,org.apache.shiro:shiro-core,,,False
CVE-2020-1960,6,org.apache.flink:flink-metrics-jmx_2.11:1.7.2,Low,1.9,,contains links,11729.0,21143.0,Transparent,org.apache.flink:flink-metrics-jmx_2.11,,,False
CVE-2020-1963,3,org.apache.ignite:ignite-indexing:2.7.5,Medium,6.4,CWE-862,contains links,2997.0,26740.0,Transparent,org.apache.ignite:ignite-indexing,,,False
CVE-2020-24301,4,ca.uhn.hapi.fhir:hapi-fhir-testpage-overlay:5.0.2,Medium,4.3,CWE-79,no links,0.0,6794.0,Silent,ca.uhn.hapi.fhir:hapi-fhir-testpage-overlay,,,False
CVE-2020-25689,2,org.wildfly.core:wildfly-host-controller:2.0.10.Final,Medium,6.8,CWE-401,contains links,121.0,15397.0,Transparent,org.wildfly.core:wildfly-host-controller,,,False
CVE-2020-25711,1,org.infinispan:infinispan-server-runtime:11.0.5.Final,Medium,4.9,CWE-862,no links,791.0,13581.0,Silent,org.infinispan:infinispan-server-runtime,,,False
CVE-2020-26217,25,com.thoughtworks.xstream:xstream:1.4.13,Critical,9.3,CWE-78,contains links,496.0,2740.0,Transparent,com.thoughtworks.xstream:xstream,,,False
CVE-2020-26234,13,org.opencastproject:opencast-kernel:6.6,Low,2.1,CWE-346,no links,162.0,13515.0,Silent,org.opencastproject:opencast-kernel,,,False
CVE-2020-26259,179,com.thoughtworks.xstream:xstream:1.4.11.1,Medium,6.4,CWE-78,contains links,515.0,2751.0,Transparent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2020-26939,12,org.bouncycastle:bcprov-ext-jdk15on:1.60,Medium,5.0,CWE-203,no links,661.0,5416.0,Silent,org.bouncycastle:bcprov-ext-jdk15on,Silent,S1,True
CVE-2020-26945,193,org.mybatis:mybatis:3.4.6,Medium,5.1,CWE-502,no links,13391.0,3561.0,Silent,org.mybatis:mybatis,Silent,S1,True
CVE-2020-27178,7,org.apereo.cas:cas-server-support-otp-mfa:5.3.15.1,Medium,5.0,,no links,7570.0,17708.0,Silent,org.apereo.cas:cas-server-support-otp-mfa,,,False
CVE-2020-27196,1,com.typesafe.play:play-java-forms_2.11:2.6.1,Medium,5.0,CWE-787,no links,10997.0,11011.0,Silent,com.typesafe.play:play-java-forms_2.11,,,False
CVE-2020-27216,6,org.eclipse.jetty:jetty-http:9.4.31.v20200723,Medium,4.4,,contains links,2792.0,22180.0,Transparent,org.eclipse.jetty:jetty-http,,,False
CVE-2020-27218,1,org.eclipse.jetty:jetty-server:10.0.0,Medium,5.8,,contains links,2819.0,22625.0,Transparent,org.eclipse.jetty:jetty-server,,,False
CVE-2020-27222,3,org.eclipse.californium:scandium:2.6.0,Medium,5.0,,no links,490.0,2443.0,Silent,org.eclipse.californium:scandium,,,False
CVE-2020-28052,127,org.bouncycastle:bcprov-jdk15on:1.66,Medium,6.8,,no links,1205.0,9494.0,Silent,org.bouncycastle:bcprov-jdk15on,Silent,S1,True
CVE-2020-28491,34,com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.9.9,Medium,5.0,CWE-770,contains links,194.0,1048.0,Transparent,com.fasterxml.jackson.dataformat:jackson-dataformat-cbor,Transparent,T1,True
CVE-2020-2933,138,mysql:mysql-connector-java:5.1.38,Low,3.5,,no links,393.0,2794.0,Silent,mysql:mysql-connector-java,Silent,S2,True
CVE-2020-35210,4,io.atomix:atomix-raft:3.1.5,Medium,4.0,CWE-770,contains links,1686.0,0.0,Transparent,io.atomix:atomix-raft,,,False
CVE-2020-35213,1,io.atomix:atomix-storage:3.1.5,Medium,5.5,CWE-74,contains links,1416.0,0.0,Transparent,io.atomix:atomix-storage,,,False
CVE-2020-35215,4,io.atomix:atomix:3.1.5,Medium,4.0,CWE-668,contains links,1398.0,0.0,Transparent,io.atomix:atomix,,,False
CVE-2020-35217,44,io.vertx:vertx-web:3.5.4,Medium,6.8,CWE-352,contains links,703.0,2470.0,Transparent,io.vertx:vertx-web,Transparent,T1,True
CVE-2020-35460,2,net.sf.mpxj:mpxj:7.4.3,Medium,5.0,CWE-22,no links,130.0,2535.0,Silent,net.sf.mpxj:mpxj,,,False
CVE-2020-36282,1,com.rabbitmq.jms:rabbitmq-jms:2.1.1,High,7.5,CWE-502,contains links,36.0,1197.0,Transparent,com.rabbitmq.jms:rabbitmq-jms,,,False
CVE-2020-36319,14,com.vaadin:flow-server:3.0.0,Low,3.5,CWE-668,contains links,202.0,20083.0,Transparent,com.vaadin:flow-server,,,False
CVE-2020-36320,20,com.vaadin:vaadin-server:7.7.3,Medium,5.0,CWE-400,contains links,1516.0,18995.0,Transparent,com.vaadin:vaadin-server,,,False
CVE-2020-5206,12,org.opencastproject:opencast-kernel:8.0,Medium,6.4,CWE-287,no links,105.0,12378.0,Silent,org.opencastproject:opencast-kernel,,,False
CVE-2020-5230,131,org.opencastproject:opencast-common:7.5,Medium,5.0,CWE-74,no links,105.0,12372.0,Silent,org.opencastproject:opencast-common,,,False
CVE-2020-5245,2,io.dropwizard:dropwizard-validation:1.3.7,Critical,9.0,CWE-74,contains links,7066.0,5280.0,Transparent,io.dropwizard:dropwizard-validation,,,False
CVE-2020-5397,80,org.springframework:spring-web:5.2.2.RELEASE,Low,2.6,CWE-352,contains links,32015.0,20206.0,Transparent,org.springframework:spring-web,Transparent,T1,True
CVE-2020-5398,70,org.springframework:spring-web:5.0.8.RELEASE,High,7.6,CWE-494,contains links,31913.0,20170.0,Transparent,org.springframework:spring-web,Transparent,T1,True
CVE-2020-5404,10,io.projectreactor.netty:reactor-netty:0.8.4.RELEASE,Medium,4.9,CWE-522,contains links,876.0,1875.0,Transparent,io.projectreactor.netty:reactor-netty,,,False
CVE-2020-5405,9,org.springframework.cloud:spring-cloud-config-client:2.2.1.RELEASE,Medium,4.3,CWE-22,no links,1426.0,1273.0,Silent,org.springframework.cloud:spring-cloud-config-client,,,False
CVE-2020-5407,3,org.springframework.security:spring-security-saml2-service-provider:5.2.2.RELEASE,Medium,6.5,CWE-347,contains links,4390.0,8838.0,Transparent,org.springframework.security:spring-security-saml2-service-provider,,,False
CVE-2020-5408,63,org.springframework.security:spring-security-core:4.2.3.RELEASE,Medium,4.0,CWE-330,contains links,4252.0,8741.0,Transparent,org.springframework.security:spring-security-core,Transparent,T1,True
CVE-2020-5410,5,org.springframework.cloud:spring-cloud-config-server:2.2.0.RELEASE,Medium,5.0,CWE-22,no links,1471.0,1315.0,Silent,org.springframework.cloud:spring-cloud-config-server,,,False
CVE-2020-5411,5,org.springframework.batch:spring-batch-core:4.0.0.RELEASE,Medium,6.8,CWE-502,no links,1463.0,5485.0,Silent,org.springframework.batch:spring-batch-core,,,False
CVE-2020-5412,1,org.springframework.cloud:spring-cloud-netflix-hystrix-dashboard:2.2.3.RELEASE,Medium,4.0,CWE-610,no links,3859.0,2722.0,Silent,org.springframework.cloud:spring-cloud-netflix-hystrix-dashboard,,,False
CVE-2020-5413,5,org.springframework.integration:spring-integration-core:4.3.6.RELEASE,High,7.5,CWE-502,no links,1007.0,10416.0,Silent,org.springframework.integration:spring-integration-core,,,False
CVE-2020-5421,97,org.springframework:spring-web:4.3.18.RELEASE,Low,3.6,,no links,36477.0,21480.0,Silent,org.springframework:spring-web,Silent,S1,True
CVE-2020-5529,12,net.sourceforge.htmlunit:htmlunit:2.15,Medium,6.8,CWE-665,no links,234.0,15507.0,Silent,net.sourceforge.htmlunit:htmlunit,Silent,S1,True
CVE-2020-6950,4,org.glassfish:jakarta.faces:2.3.9,Medium,4.3,CWE-22,no links,45.0,262.0,Silent,org.glassfish:jakarta.faces,,,False
CVE-2020-7226,2,org.cryptacular:cryptacular:1.2.3,Medium,5.0,CWE-770,contains links,23.0,202.0,Transparent,org.cryptacular:cryptacular,,,False
CVE-2020-7238,41,io.netty:netty-codec-http:4.1.43.Final,Medium,5.0,CWE-444,contains links,20639.0,9659.0,Transparent,io.netty:netty-codec-http,Transparent,T1,True
CVE-2020-7611,2,io.micronaut:micronaut-http-netty:1.1.0,High,7.5,CWE-444,no links,3161.0,8044.0,Silent,io.micronaut:micronaut-http-netty,,,False
CVE-2020-7647,47,org.jooby:jooby:1.4.0,Medium,5.0,CWE-22,contains links,1057.0,2973.0,Transparent,org.jooby:jooby,,,False
CVE-2020-7692,26,com.google.oauth-client:google-oauth-client:1.23.0,Medium,6.4,CWE-863,contains links,473.0,455.0,Transparent,com.google.oauth-client:google-oauth-client,Transparent,T1,True
CVE-2020-7961,3,com.liferay.portal:portal-impl:6.0.5,High,7.5,CWE-502,no links,5.0,390197.0,Silent,com.liferay.portal:portal-impl,,,False
CVE-2020-8570,10,io.kubernetes:client-java:5.0.0,Medium,6.4,CWE-22,no links,1428.0,1465.0,Silent,io.kubernetes:client-java,,,False
CVE-2020-8897,3,com.amazonaws:aws-encryption-sdk-java:1.3.2,Medium,5.5,CWE-327,contains links,144.0,216.0,Transparent,com.amazonaws:aws-encryption-sdk-java,,,False
CVE-2020-8929,6,com.google.crypto.tink:tink:1.2.2,Medium,5.0,,no links,10104.0,2979.0,Silent,com.google.crypto.tink:tink,,,False
CVE-2020-9480,1,org.apache.spark:spark-network-common_2.11:2.4.4,Critical,9.3,CWE-306,no links,24267.0,26997.0,Silent,org.apache.spark:spark-network-common_2.11,,,False
CVE-2020-9484,2,org.apache.tomcat:tomcat-catalina:10.0.0-M3,Medium,4.4,CWE-502,no links,4113.0,22163.0,Silent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2020-9486,1,org.apache.nifi:nifi-framework-core:1.11.4,Medium,5.0,CWE-532,contains links,1903.0,5767.0,Transparent,org.apache.nifi:nifi-framework-core,,,False
CVE-2020-9487,1,org.apache.nifi:nifi-web-security:1.11.4,Medium,5.0,CWE-306,contains links,1968.0,5838.0,Transparent,org.apache.nifi:nifi-web-security,,,False
CVE-2020-9491,4,org.apache.nifi:nifi-socket-utils:1.11.4,Medium,5.0,CWE-327,contains links,1948.0,5800.0,Transparent,org.apache.nifi:nifi-socket-utils,,,False
CVE-2020-9492,3,org.apache.hadoop:hadoop-hdfs-client:2.8.5,Medium,6.5,CWE-863,contains links,9665.0,23788.0,Transparent,org.apache.hadoop:hadoop-hdfs-client,,,False
CVE-2021-20218,16,io.fabric8:kubernetes-client:4.13.0,Medium,5.8,CWE-22,contains links,1611.0,3535.0,Transparent,io.fabric8:kubernetes-client,,,False
CVE-2021-20289,3,org.jboss.resteasy:resteasy-core:4.6.0.Final,Medium,5.0,CWE-209,contains links,912.0,4693.0,Transparent,org.jboss.resteasy:resteasy-core,,,False
CVE-2021-20328,15,org.mongodb:mongo-java-driver:3.11.0,Medium,4.3,CWE-295,no links,2259.0,7407.0,Silent,org.mongodb:mongo-java-driver,Silent,S1,True
CVE-2021-21290,74,io.netty:netty-handler:4.1.45.Final,Low,1.9,CWE-378;CWE-379,no links,24721.0,10538.0,Silent,io.netty:netty-handler,,,False
CVE-2021-21295,20,io.netty:netty-codec-http2:4.1.52.Final,Low,2.6,CWE-444,contains links,24925.0,10640.0,Transparent,io.netty:netty-codec-http2,,,False
CVE-2021-21343,169,com.thoughtworks.xstream:xstream:1.3.1,Medium,5.0,CWE-502;CWE-73,no links,542.0,2768.0,Silent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2021-21346,179,com.thoughtworks.xstream:xstream:1.4.11.1,High,7.5,CWE-502;CWE-434,no links,542.0,2768.0,Silent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2021-21347,179,com.thoughtworks.xstream:xstream:1.4.11.1,High,7.5,CWE-502;CWE-434,contains links,494.0,2731.0,Transparent,com.thoughtworks.xstream:xstream,Transparent,T1,True
CVE-2021-21349,179,com.thoughtworks.xstream:xstream:1.4.11.1,Medium,5.0,CWE-918;CWE-502,no links,542.0,2768.0,Silent,com.thoughtworks.xstream:xstream,Silent,S1,True
CVE-2021-21351,179,com.thoughtworks.xstream:xstream:1.4.11.1,Medium,6.5,CWE-502;CWE-434,contains links,535.0,2763.0,Transparent,com.thoughtworks.xstream:xstream,Transparent,T1,True
CVE-2021-21409,20,io.netty:netty-codec-http2:4.1.52.Final,Medium,4.3,CWE-444,contains links,25119.0,10724.0,Transparent,io.netty:netty-codec-http2,,,False
CVE-2021-22044,1,org.springframework.cloud:spring-cloud-openfeign-core:3.0.2,Medium,5.0,CWE-668,no links,670.0,2710.0,Silent,org.springframework.cloud:spring-cloud-openfeign-core,,,False
CVE-2021-22053,1,org.springframework.cloud:spring-cloud-netflix-hystrix-dashboard:2.2.9.RELEASE,Medium,6.5,CWE-94,no links,4287.0,2898.0,Silent,org.springframework.cloud:spring-cloud-netflix-hystrix-dashboard,,,False
CVE-2021-22097,2,org.springframework.amqp:spring-amqp:2.3.9,Medium,6.8,CWE-502,no links,643.0,2053.0,Silent,org.springframework.amqp:spring-amqp,,,False
CVE-2021-22112,22,org.springframework.security:spring-security-web:5.4.2,Critical,9.0,,contains links,5311.0,9651.0,Transparent,org.springframework.security:spring-security-web,Transparent,T1,True
CVE-2021-22113,5,org.springframework.cloud:spring-cloud-netflix-zuul:2.1.0.RELEASE,Medium,4.3,CWE-863,contains links,4057.0,2816.0,Transparent,org.springframework.cloud:spring-cloud-netflix-zuul,,,False
CVE-2021-22118,78,org.springframework:spring-web:5.3.6,Medium,4.6,CWE-668,contains links,,22510.0,Transparent,org.springframework:spring-web,Transparent,T1,True
CVE-2021-22160,1,org.apache.pulsar:pulsar-broker-common:2.6.0,High,7.5,CWE-347,contains links,6901.0,6065.0,Transparent,org.apache.pulsar:pulsar-broker-common,,,False
CVE-2021-22569,128,com.google.protobuf:protobuf-java:3.19.1,Medium,4.3,,contains links,,10918.0,Transparent,com.google.protobuf:protobuf-java,Transparent,T1,True
CVE-2021-22696,1,org.apache.cxf:cxf-rt-rs-security-oauth2:3.4.2,Medium,5.0,CWE-918,contains links,657.0,16112.0,Transparent,org.apache.cxf:cxf-rt-rs-security-oauth2,,,False
CVE-2021-23463,507,com.h2database:h2:1.4.200,Medium,6.4,CWE-611,contains links,2871.0,13594.0,Transparent,com.h2database:h2,,,False
CVE-2021-23899,3,com.mikesamuel:json-sanitizer:1.2.0,High,7.5,CWE-611,contains links,128.0,100.0,Transparent,com.mikesamuel:json-sanitizer,,,False
CVE-2021-23900,3,com.mikesamuel:json-sanitizer:1.2.0,Medium,5.0,,contains links,127.0,93.0,Transparent,com.mikesamuel:json-sanitizer,,,False
CVE-2021-25122,5,org.apache.tomcat:tomcat-coyote:10.0.0,Medium,5.0,CWE-200,contains links,4789.0,22826.0,Transparent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2021-25329,5,org.apache.tomcat:tomcat-catalina:10.0.0,Medium,4.4,,no links,4800.0,22843.0,Silent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2021-25640,3,org.apache.dubbo:dubbo-common:2.7.8,Medium,5.8,CWE-601;CWE-918,contains links,32892.0,4534.0,Transparent,org.apache.dubbo:dubbo-common,,,False
CVE-2021-25646,1,org.apache.druid:druid-core:0.22.0,Critical,9.0,,contains links,10078.0,10793.0,Transparent,org.apache.druid:druid-core,,,False
CVE-2021-25738,16,io.kubernetes:client-java:10.0.0,Medium,4.6,CWE-502,contains links,1665.0,1721.0,Transparent,io.kubernetes:client-java,,,False
CVE-2021-26117,1,org.apache.activemq:artemis-server:2.6.4,Medium,5.0,CWE-287,contains links,590.0,7734.0,Transparent,org.apache.activemq:artemis-server,,,False
CVE-2021-26118,5,org.apache.activemq:artemis-openwire-protocol:1.2.0,Medium,5.0,,contains links,601.0,7873.0,Transparent,org.apache.activemq:artemis-openwire-protocol,,,False
CVE-2021-26296,2,org.apache.myfaces.core:myfaces-impl:2.3.9,Medium,5.1,CWE-352,contains links,54.0,5487.0,Transparent,org.apache.myfaces.core:myfaces-impl,,,False
CVE-2021-27582,3,org.mitre:openid-connect-server:1.2.3,Medium,6.4,CWE-1321,contains links,1194.0,2705.0,Transparent,org.mitre:openid-connect-server,,,False
CVE-2021-27807,35,org.apache.pdfbox:pdfbox:2.0.12,Medium,4.3,CWE-834,contains links,1310.0,9792.0,Transparent,org.apache.pdfbox:pdfbox,,,False
CVE-2021-27850,10,org.apache.tapestry:tapestry-core:5.4.3,Critical,10.0,CWE-502,contains links,82.0,5570.0,Transparent,org.apache.tapestry:tapestry-core,,,False
CVE-2021-27906,35,org.apache.pdfbox:pdfbox:2.0.12,Medium,4.3,,contains links,1310.0,9792.0,Transparent,org.apache.pdfbox:pdfbox,,,False
CVE-2021-28163,2,org.eclipse.jetty:jetty-deploy:9.4.34.v20201102,Medium,4.0,CWE-59,contains links,2914.0,23417.0,Transparent,org.eclipse.jetty:jetty-deploy,,,False
CVE-2021-28164,26,org.eclipse.jetty:jetty-server:9.4.38.v20210224,Medium,5.0,,contains links,2914.0,23406.0,Transparent,org.eclipse.jetty:jetty-server,Silent,S1,True
