CVE,upstream_GA,downstream_GA,downstream_repo,class,pattern,stage,after_disclosure,delay_fix,delay_release,delay_disclosure,delay_report
CVE-2021-21343,com.thoughtworks.xstream:xstream,com.custardsource.parfait:parfait-cxf,performancecopilot/parfait,Silent,S1,After disclosure,1,12.991944444444444,9.973275462962963,0.9889930555555556,
CVE-2021-21343,com.thoughtworks.xstream:xstream,com.servicelibre:jxsl,mercibe/jxsl,Silent,S1,After disclosure,1,12.993449074074077,9.974780092592592,0.9904976851851852,
CVE-2021-21343,com.thoughtworks.xstream:xstream,org.sakaiproject:sakai-citations-impl,sakaiproject/sakai,Silent,S1,After disclosure,1,96.58430555555556,93.56563657407408,84.58135416666667,
CVE-2021-21343,com.thoughtworks.xstream:xstream,org.ikasan:ikasan-test,ikasanEIP/ikasan,Silent,S1,After disclosure,1,55.84131944444445,52.82265046296296,43.83836805555555,
CVE-2021-21343,com.thoughtworks.xstream:xstream,org.sbml.jsbml:jsbml-core,sbmlteam/jsbml,Silent,S1,After disclosure,1,158.83246527777777,155.8137962962963,146.8295138888889,
CVE-2021-21343,com.thoughtworks.xstream:xstream,net.bull.javamelody:javamelody-core,javamelody/javamelody,Silent,S1,After disclosure,1,17.472037037037037,14.453368055555556,5.469085648148148,
CVE-2021-21343,com.thoughtworks.xstream:xstream,net.sf.oval:oval,sebthom/oval,Silent,S1,Safe window,0,5.6607870370370375,2.6421180555555557,-6.342164351851852,
CVE-2021-21343,com.thoughtworks.xstream:xstream,org.sonarsource.sonar-findbugs-plugin:sonar-findbugs-plugin,SonarSource/sonar-findbugs,Silent,S1,After disclosure,1,70.17723379629629,67.15856481481481,58.17428240740741,
CVE-2021-21343,com.thoughtworks.xstream:xstream,uk.ac.gate:gate-core,GateNLP/gate-core,Silent,S1,After disclosure,1,77.50135416666667,74.48268518518519,65.49840277777778,
CVE-2017-9735,org.eclipse.jetty:jetty-util,org.cometd.java:cometd-java-annotations,cometd/cometd,Transparent,T1,After disclosure,1,853.2327893518518,838.0356944444444,822.6780208333333,853.3628819444444
CVE-2020-13941,org.apache.solr:solr-core,com.lucidworks.spark:spark-solr,LucidWorks/spark-solr,Transparent,T1,After disclosure,1,280.95520833333336,279.8514583333333,232.50965277777777,281.04798611111113
CVE-2020-13941,org.apache.solr:solr-core,cool.solr:solr-thymeleaf,solr-cool/solr-thymeleaf,Transparent,T1,After disclosure,1,57.185,56.08125,8.739444444444445,57.27777777777778
CVE-2020-13941,org.apache.solr:solr-core,org.textexploration.mtas:mtas,textexploration/mtas,Transparent,T1,After disclosure,1,50.15285879629629,49.049108796296295,1.7073032407407407,50.24563657407408
CVE-2020-13941,org.apache.solr:solr-core,cool.solr:solr-util,solr-cool/solr-util,Transparent,T1,After disclosure,1,175.8171064814815,174.71335648148147,127.37155092592592,175.90988425925926
CVE-2020-13941,org.apache.solr:solr-core,cool.solr:solr-analyzers,solr-cool/solr-analyzers,Transparent,T1,After disclosure,1,337.7074074074074,336.6036574074074,289.2618518518519,337.80018518518517
