repo,repo_url,mined_at_utc,mining_status,error_type,error_message
binfalse/ModelCrawler,https://github.com/binfalse/ModelCrawler,2026-08-14T16:56:17.534130+00:00,error,HTTPError,HTTP Error 401: Unauthorized
bitblit/wrench,https://github.com/bitblit/wrench,2026-08-14T16:56:17.699274+00:00,error,HTTPError,HTTP Error 401: Unauthorized
bjuvensjo/rsimulator,https://github.com/bjuvensjo/rsimulator,2026-08-14T16:56:17.881742+00:00,error,HTTPError,HTTP Error 401: Unauthorized
bld-commons/dev-excel,https://github.com/bld-commons/dev-excel,2026-08-14T16:56:18.107150+00:00,error,HTTPError,HTTP Error 401: Unauthorized
blinkfox/jpack-maven-plugin,https://github.com/blinkfox/jpack-maven-plugin,2026-08-14T16:56:18.266979+00:00,error,HTTPError,HTTP Error 401: Unauthorized
blossom-project/blossom,https://github.com/blossom-project/blossom,2026-08-14T16:56:18.424687+00:00,error,HTTPError,HTTP Error 401: Unauthorized
bonigarcia/selenium-jupiter,https://github.com/bonigarcia/selenium-jupiter,2026-08-14T16:56:18.628909+00:00,error,HTTPError,HTTP Error 401: Unauthorized
bonitasoft/bonita-engine,https://github.com/bonitasoft/bonita-engine,2026-08-14T16:56:18.824257+00:00,error,HTTPError,HTTP Error 401: Unauthorized
bootique/bootique-shiro,https://github.com/bootique/bootique-shiro,2026-08-14T16:56:18.995200+00:00,error,HTTPError,HTTP Error 401: Unauthorized
borball/weixin-sdk,https://github.com/borball/weixin-sdk,2026-08-14T16:56:19.235074+00:00,error,HTTPError,HTTP Error 401: Unauthorized
bsorrentino/maven-confluence-plugin,https://github.com/bsorrentino/maven-confluence-plugin,2026-08-14T16:56:19.425436+00:00,error,HTTPError,HTTP Error 401: Unauthorized
btc-ag/redg,https://github.com/btc-ag/redg,2026-08-14T16:56:19.630725+00:00,error,HTTPError,HTTP Error 401: Unauthorized
btheu/estivate,https://github.com/btheu/estivate,2026-08-14T16:56:19.791810+00:00,error,HTTPError,HTTP Error 401: Unauthorized
btrplace/scheduler,https://github.com/btrplace/scheduler,2026-08-14T16:56:19.946174+00:00,error,HTTPError,HTTP Error 401: Unauthorized
bujiio/buji-pac4j,https://github.com/bujiio/buji-pac4j,2026-08-14T16:56:20.155134+00:00,error,HTTPError,HTTP Error 401: Unauthorized
caelum/vraptor4,https://github.com/caelum/vraptor4,2026-08-14T16:56:20.318439+00:00,error,HTTPError,HTTP Error 401: Unauthorized
camel-extra/camel-extra,https://github.com/camel-extra/camel-extra,2026-08-14T16:56:20.487397+00:00,error,HTTPError,HTTP Error 401: Unauthorized
camunda-community-hub/zeebe-exporter-protobuf,https://github.com/camunda-community-hub/zeebe-exporter-protobuf,2026-08-14T16:56:20.728463+00:00,error,HTTPError,HTTP Error 401: Unauthorized
carewebframework/carewebframework-core,https://github.com/carewebframework/carewebframework-core,2026-08-14T16:56:20.923087+00:00,error,HTTPError,HTTP Error 401: Unauthorized
carrot2/elasticsearch-carrot2,https://github.com/carrot2/elasticsearch-carrot2,2026-08-14T16:56:21.087076+00:00,error,HTTPError,HTTP Error 401: Unauthorized
caskdata/cdap,https://github.com/caskdata/cdap,2026-08-14T16:56:21.310469+00:00,error,HTTPError,HTTP Error 401: Unauthorized
cassandre-tech/cassandre-trading-bot,https://github.com/cassandre-tech/cassandre-trading-bot,2026-08-14T16:56:21.475400+00:00,error,HTTPError,HTTP Error 401: Unauthorized
cerner/beadledom,https://github.com/cerner/beadledom,2026-08-14T16:56:21.728166+00:00,error,HTTPError,HTTP Error 401: Unauthorized
chainsql/java-chainsql-api,https://github.com/chainsql/java-chainsql-api,2026-08-14T16:56:21.888523+00:00,error,HTTPError,HTTP Error 401: Unauthorized
charithe/kafka-junit,https://github.com/charithe/kafka-junit,2026-08-14T16:56:22.048287+00:00,error,HTTPError,HTTP Error 401: Unauthorized
chelu/jdal,https://github.com/chelu/jdal,2026-08-14T16:56:22.300431+00:00,error,HTTPError,HTTP Error 401: Unauthorized
cheny2151/toolbox,https://github.com/cheny2151/toolbox,2026-08-14T16:56:22.491720+00:00,error,HTTPError,HTTP Error 401: Unauthorized
chhorz/oas-generator,https://github.com/chhorz/oas-generator,2026-08-14T16:56:22.664677+00:00,error,HTTPError,HTTP Error 401: Unauthorized
chilloutdevelopment/pl.chilldev.commons,https://github.com/chilloutdevelopment/pl.chilldev.commons,2026-08-14T16:56:22.880702+00:00,error,HTTPError,HTTP Error 401: Unauthorized
christian-schlichtherle/truelicense,https://github.com/christian-schlichtherle/truelicense,2026-08-14T16:56:23.071860+00:00,error,HTTPError,HTTP Error 401: Unauthorized
citrusframework/citrus,https://github.com/citrusframework/citrus,2026-08-14T16:56:23.301180+00:00,error,HTTPError,HTTP Error 401: Unauthorized
claudius108/kuberam-expath-plugin,https://github.com/claudius108/kuberam-expath-plugin,2026-08-14T16:56:23.487886+00:00,error,HTTPError,HTTP Error 401: Unauthorized
cloud-of-things/cot-java-rest-sdk,https://github.com/cloud-of-things/cot-java-rest-sdk,2026-08-14T16:56:23.648080+00:00,error,HTTPError,HTTP Error 401: Unauthorized
cloudfoundry/cf-java-client,https://github.com/cloudfoundry/cf-java-client,2026-08-14T16:56:23.887496+00:00,error,HTTPError,HTTP Error 401: Unauthorized
cmake-maven-project/cmake-maven-project,https://github.com/cmake-maven-project/cmake-maven-project,2026-08-14T16:56:24.068355+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codahale/xsalsa20poly1305,https://github.com/codahale/xsalsa20poly1305,2026-08-14T16:56:24.257288+00:00,error,HTTPError,HTTP Error 401: Unauthorized
code4craft/xsoup,https://github.com/code4craft/xsoup,2026-08-14T16:56:24.523754+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/elasticsearch-analysis-extension,https://github.com/codelibs/elasticsearch-analysis-extension,2026-08-14T16:56:24.714261+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/elasticsearch-analysis-fess,https://github.com/codelibs/elasticsearch-analysis-fess,2026-08-14T16:56:24.997030+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/elasticsearch-analysis-ja,https://github.com/codelibs/elasticsearch-analysis-ja,2026-08-14T16:56:25.158508+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/elasticsearch-analysis-kuromoji-neologd,https://github.com/codelibs/elasticsearch-analysis-kuromoji-neologd,2026-08-14T16:56:25.397615+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/elasticsearch-cluster-runner,https://github.com/codelibs/elasticsearch-cluster-runner,2026-08-14T16:56:25.575893+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/elasticsearch-configsync,https://github.com/codelibs/elasticsearch-configsync,2026-08-14T16:56:25.744574+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/elasticsearch-dataformat,https://github.com/codelibs/elasticsearch-dataformat,2026-08-14T16:56:25.975564+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/elasticsearch-dynarank,https://github.com/codelibs/elasticsearch-dynarank,2026-08-14T16:56:26.140292+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/elasticsearch-lang-velocity,https://github.com/codelibs/elasticsearch-lang-velocity,2026-08-14T16:56:26.296161+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/elasticsearch-minhash,https://github.com/codelibs/elasticsearch-minhash,2026-08-14T16:56:26.561655+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/elasticsearch-solr-api,https://github.com/codelibs/elasticsearch-solr-api,2026-08-14T16:56:26.744283+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/elasticsearch-sstmpl,https://github.com/codelibs/elasticsearch-sstmpl,2026-08-14T16:56:26.969964+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/elasticsearch-taste,https://github.com/codelibs/elasticsearch-taste,2026-08-14T16:56:27.133224+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/fess-crawler,https://github.com/codelibs/fess-crawler,2026-08-14T16:56:27.296860+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/fess-ds-atlassian,https://github.com/codelibs/fess-ds-atlassian,2026-08-14T16:56:27.561571+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/fess-ds-csv,https://github.com/codelibs/fess-ds-csv,2026-08-14T16:56:27.729154+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/fess-ds-db,https://github.com/codelibs/fess-ds-db,2026-08-14T16:56:28.160538+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/fess-ds-elasticsearch,https://github.com/codelibs/fess-ds-elasticsearch,2026-08-14T16:56:28.384053+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/fess-ds-gitbucket,https://github.com/codelibs/fess-ds-gitbucket,2026-08-14T16:56:28.718618+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codelibs/fess-ds-gsuite,https://github.com/codelibs/fess-ds-gsuite,2026-08-14T16:56:29.067231+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codemonstur/HTMLCompiler,https://github.com/codemonstur/HTMLCompiler,2026-08-14T16:56:29.323316+00:00,error,HTTPError,HTTP Error 401: Unauthorized
codescape/bitvunit,https://github.com/codescape/bitvunit,2026-08-14T16:56:29.482564+00:00,error,HTTPError,HTTP Error 401: Unauthorized
cofcool/chaos-server,https://github.com/cofcool/chaos-server,2026-08-14T16:56:29.946253+00:00,error,HTTPError,HTTP Error 401: Unauthorized
cometd/cometd,https://github.com/cometd/cometd,2026-08-14T16:56:30.293965+00:00,error,HTTPError,HTTP Error 401: Unauthorized
commercetools/commercetools-jvm-sdk,https://github.com/commercetools/commercetools-jvm-sdk,2026-08-14T16:56:30.456160+00:00,error,HTTPError,HTTP Error 401: Unauthorized
confluentinc/parallel-consumer,https://github.com/confluentinc/parallel-consumer,2026-08-14T16:56:30.818175+00:00,error,HTTPError,HTTP Error 401: Unauthorized
contentful/contentful-management.java,https://github.com/contentful/contentful-management.java,2026-08-14T16:56:31.165690+00:00,error,HTTPError,HTTP Error 401: Unauthorized
contentful/contentful.java,https://github.com/contentful/contentful.java,2026-08-14T16:56:31.450612+00:00,error,HTTPError,HTTP Error 401: Unauthorized
conveyal/r5,https://github.com/conveyal/r5,2026-08-14T16:56:31.689476+00:00,error,HTTPError,HTTP Error 401: Unauthorized
cose-wg/cose-java,https://github.com/cose-wg/cose-java,2026-08-14T16:56:32.101425+00:00,error,HTTPError,HTTP Error 401: Unauthorized
couchbase/kafka-connect-couchbase,https://github.com/couchbase/kafka-connect-couchbase,2026-08-14T16:56:32.450008+00:00,error,HTTPError,HTTP Error 401: Unauthorized
craftercms/core,https://github.com/craftercms/core,2026-08-14T16:56:32.616857+00:00,error,HTTPError,HTTP Error 401: Unauthorized
craftercms/profile,https://github.com/craftercms/profile,2026-08-14T16:56:33.070133+00:00,error,HTTPError,HTTP Error 401: Unauthorized
craftercms/search,https://github.com/craftercms/search,2026-08-14T16:56:33.438790+00:00,error,HTTPError,HTTP Error 401: Unauthorized
credibledoc/credible-doc,https://github.com/credibledoc/credible-doc,2026-08-14T16:56:33.603349+00:00,error,HTTPError,HTTP Error 401: Unauthorized
cryptomator/siv-mode,https://github.com/cryptomator/siv-mode,2026-08-14T16:56:33.966622+00:00,error,HTTPError,HTTP Error 401: Unauthorized
cryptomator/webdav-nio-adapter,https://github.com/cryptomator/webdav-nio-adapter,2026-08-14T16:56:34.132475+00:00,error,HTTPError,HTTP Error 401: Unauthorized
ctron/rpm-builder,https://github.com/ctron/rpm-builder,2026-08-14T16:56:34.355063+00:00,error,HTTPError,HTTP Error 401: Unauthorized
cucumber/cucumber-jvm,https://github.com/cucumber/cucumber-jvm,2026-08-14T16:56:34.537842+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dadoonet/fscrawler,https://github.com/dadoonet/fscrawler,2026-08-14T16:56:34.724896+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dadoonet/rssriver,https://github.com/dadoonet/rssriver,2026-08-14T16:56:34.939378+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dadoonet/spring-elasticsearch,https://github.com/dadoonet/spring-elasticsearch,2026-08-14T16:56:35.115052+00:00,error,HTTPError,HTTP Error 401: Unauthorized
damiencarol/jsr203-hadoop,https://github.com/damiencarol/jsr203-hadoop,2026-08-14T16:56:35.358265+00:00,error,HTTPError,HTTP Error 401: Unauthorized
datasonnet/datasonnet-mapper,https://github.com/datasonnet/datasonnet-mapper,2026-08-14T16:56:35.523526+00:00,error,HTTPError,HTTP Error 401: Unauthorized
datastax/simulacron,https://github.com/datastax/simulacron,2026-08-14T16:56:35.684567+00:00,error,HTTPError,HTTP Error 401: Unauthorized
davidcarboni/Cryptolite,https://github.com/davidcarboni/Cryptolite,2026-08-14T16:56:35.934895+00:00,error,HTTPError,HTTP Error 401: Unauthorized
davidkarlsen/Commons-Transaction-Spring-Integration,https://github.com/davidkarlsen/Commons-Transaction-Spring-Integration,2026-08-14T16:56:36.093663+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dblock/waffle,https://github.com/dblock/waffle,2026-08-14T16:56:36.285706+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dbmdz/cudami,https://github.com/dbmdz/cudami,2026-08-14T16:56:36.511908+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dbmdz/digitalcollections-model,https://github.com/dbmdz/digitalcollections-model,2026-08-14T16:56:36.672272+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dbmdz/iiif-apis,https://github.com/dbmdz/iiif-apis,2026-08-14T16:56:36.836204+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dbmdz/iiif-bookshelf-webapp,https://github.com/dbmdz/iiif-bookshelf-webapp,2026-08-14T16:56:37.102697+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dbmdz/iiif-server-hymir,https://github.com/dbmdz/iiif-server-hymir,2026-08-14T16:56:37.293307+00:00,error,HTTPError,HTTP Error 401: Unauthorized
de4a-wp5/de4a-commons,https://github.com/de4a-wp5/de4a-commons,2026-08-14T16:56:37.507811+00:00,error,HTTPError,HTTP Error 401: Unauthorized
debezium/debezium,https://github.com/debezium/debezium,2026-08-14T16:56:37.670253+00:00,error,HTTPError,HTTP Error 401: Unauthorized
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j,2026-08-14T16:56:37.827515+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dekorateio/dekorate,https://github.com/dekorateio/dekorate,2026-08-14T16:56:38.028366+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dernasherbrezon/deb-maven-plugin,https://github.com/dernasherbrezon/deb-maven-plugin,2026-08-14T16:56:38.211600+00:00,error,HTTPError,HTTP Error 401: Unauthorized
detectiveframework/detective,https://github.com/detectiveframework/detective,2026-08-14T16:56:38.401087+00:00,error,HTTPError,HTTP Error 401: Unauthorized
devlibx/easy,https://github.com/devlibx/easy,2026-08-14T16:56:38.610750+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dgroup/docker-unittests,https://github.com/dgroup/docker-unittests,2026-08-14T16:56:38.772659+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dickschoeller/gedbrowser,https://github.com/dickschoeller/gedbrowser,2026-08-14T16:56:38.932704+00:00,error,HTTPError,HTTP Error 401: Unauthorized
diennea/blazingcache,https://github.com/diennea/blazingcache,2026-08-14T16:56:39.199470+00:00,error,HTTPError,HTTP Error 401: Unauthorized
diennea/blobit,https://github.com/diennea/blobit,2026-08-14T16:56:39.385098+00:00,error,HTTPError,HTTP Error 401: Unauthorized
difi/oxalis,https://github.com/difi/oxalis,2026-08-14T16:56:39.605800+00:00,error,HTTPError,HTTP Error 401: Unauthorized
difi/sikker-digital-post-klient,https://github.com/difi/sikker-digital-post-klient,2026-08-14T16:56:39.768222+00:00,error,HTTPError,HTTP Error 401: Unauthorized
digipost/certificate-validator,https://github.com/digipost/certificate-validator,2026-08-14T16:56:39.926953+00:00,error,HTTPError,HTTP Error 401: Unauthorized
digipost/digipost-api-client-java,https://github.com/digipost/digipost-api-client-java,2026-08-14T16:56:40.178747+00:00,error,HTTPError,HTTP Error 401: Unauthorized
digital-preservation/droid,https://github.com/digital-preservation/droid,2026-08-14T16:56:40.344270+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dkpro/dkpro-core,https://github.com/dkpro/dkpro-core,2026-08-14T16:56:40.501657+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dmandalidis/docker-client,https://github.com/dmandalidis/docker-client,2026-08-14T16:56:40.749732+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dnsjava/dnsjava,https://github.com/dnsjava/dnsjava,2026-08-14T16:56:40.919818+00:00,error,HTTPError,HTTP Error 401: Unauthorized
docker-java/docker-java,https://github.com/docker-java/docker-java,2026-08-14T16:56:41.174707+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dracoon/dracoon-java-sdk,https://github.com/dracoon/dracoon-java-sdk,2026-08-14T16:56:41.348181+00:00,error,HTTPError,HTTP Error 401: Unauthorized
drasyl-overlay/drasyl,https://github.com/drasyl-overlay/drasyl,2026-08-14T16:56:41.509962+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dromara/hutool,https://github.com/dromara/hutool,2026-08-14T16:56:41.753789+00:00,error,HTTPError,HTTP Error 401: Unauthorized
druid-io/druid,https://github.com/druid-io/druid,2026-08-14T16:56:41.916058+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dts-ait/ariadne-json-route-format,https://github.com/dts-ait/ariadne-json-route-format,2026-08-14T16:56:42.174752+00:00,error,HTTPError,HTTP Error 401: Unauthorized
duracloud/duracloud,https://github.com/duracloud/duracloud,2026-08-14T16:56:42.336045+00:00,error,HTTPError,HTTP Error 401: Unauthorized
duracloud/duracloud-db,https://github.com/duracloud/duracloud-db,2026-08-14T16:56:42.495918+00:00,error,HTTPError,HTTP Error 401: Unauthorized
duracloud/snapshot,https://github.com/duracloud/snapshot,2026-08-14T16:56:42.769205+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dustin-johnson/timezonemap,https://github.com/dustin-johnson/timezonemap,2026-08-14T16:56:42.937654+00:00,error,HTTPError,HTTP Error 401: Unauthorized
dwslab/melt,https://github.com/dwslab/melt,2026-08-14T16:56:43.103071+00:00,error,HTTPError,HTTP Error 401: Unauthorized
eclipse-ee4j/glassfish,https://github.com/eclipse-ee4j/glassfish,2026-08-14T16:56:43.370336+00:00,error,HTTPError,HTTP Error 401: Unauthorized
eclipse/deeplearning4j,https://github.com/eclipse/deeplearning4j,2026-08-14T16:56:43.536694+00:00,error,HTTPError,HTTP Error 401: Unauthorized
eclipse/hono,https://github.com/eclipse/hono,2026-08-14T16:56:43.804783+00:00,error,HTTPError,HTTP Error 401: Unauthorized
egetman/jes,https://github.com/egetman/jes,2026-08-14T16:56:43.991617+00:00,error,HTTPError,HTTP Error 401: Unauthorized
egzosn/pay-java-parent,https://github.com/egzosn/pay-java-parent,2026-08-14T16:56:44.157429+00:00,error,HTTPError,HTTP Error 401: Unauthorized
ehrbase/ehrbase,https://github.com/ehrbase/ehrbase,2026-08-14T16:56:44.397926+00:00,error,HTTPError,HTTP Error 401: Unauthorized
eirslett/frontend-maven-plugin,https://github.com/eirslett/frontend-maven-plugin,2026-08-14T16:56:44.658740+00:00,error,HTTPError,HTTP Error 401: Unauthorized
electronicarts/ea-async,https://github.com/electronicarts/ea-async,2026-08-14T16:56:44.914873+00:00,error,HTTPError,HTTP Error 401: Unauthorized
englishtown/vertx-mod-elasticsearch,https://github.com/englishtown/vertx-mod-elasticsearch,2026-08-14T16:56:45.626133+00:00,error,HTTPError,HTTP Error 401: Unauthorized
enioka/jqm,https://github.com/enioka/jqm,2026-08-14T16:56:46.127693+00:00,error,HTTPError,HTTP Error 401: Unauthorized
entur/mapstruct-spi-protobuf,https://github.com/entur/mapstruct-spi-protobuf,2026-08-14T16:56:46.367522+00:00,error,HTTPError,HTTP Error 401: Unauthorized
envoyproxy/protoc-gen-validate,https://github.com/envoyproxy/protoc-gen-validate,2026-08-14T16:56:46.749031+00:00,error,HTTPError,HTTP Error 401: Unauthorized
erudika/para-dao-sql,https://github.com/erudika/para-dao-sql,2026-08-14T16:56:47.119875+00:00,error,HTTPError,HTTP Error 401: Unauthorized
esaulpaugh/headlong,https://github.com/esaulpaugh/headlong,2026-08-14T16:56:47.289673+00:00,error,HTTPError,HTTP Error 401: Unauthorized
esbtools/esb-message-admin,https://github.com/esbtools/esb-message-admin,2026-08-14T16:56:47.769236+00:00,error,HTTPError,HTTP Error 401: Unauthorized
eu-emi/canl-java,https://github.com/eu-emi/canl-java,2026-08-14T16:56:48.118010+00:00,error,HTTPError,HTTP Error 401: Unauthorized
euler-projects/euler-framework,https://github.com/euler-projects/euler-framework,2026-08-14T16:56:48.287675+00:00,error,HTTPError,HTTP Error 401: Unauthorized
evanchooly/bottlerocket,https://github.com/evanchooly/bottlerocket,2026-08-14T16:56:48.641659+00:00,error,HTTPError,HTTP Error 401: Unauthorized
excelsior-oss/restler,https://github.com/excelsior-oss/restler,2026-08-14T16:56:48.988833+00:00,error,HTTPError,HTTP Error 401: Unauthorized
exist-db/exist,https://github.com/exist-db/exist,2026-08-14T16:56:49.268012+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fabric8io/elasticsearch-cloud-kubernetes,https://github.com/fabric8io/elasticsearch-cloud-kubernetes,2026-08-14T16:56:49.514345+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fabric8io/fabric8,https://github.com/fabric8io/fabric8,2026-08-14T16:56:49.916486+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fabric8io/kubernetes-client,https://github.com/fabric8io/kubernetes-client,2026-08-14T16:56:50.350964+00:00,error,HTTPError,HTTP Error 401: Unauthorized
factcast/factcast,https://github.com/factcast/factcast,2026-08-14T16:56:50.561432+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fartherp/framework,https://github.com/fartherp/framework,2026-08-14T16:56:50.845749+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fastjrun/sdkg,https://github.com/fastjrun/sdkg,2026-08-14T16:56:51.086668+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fcrepo-exts/fcrepo-camel,https://github.com/fcrepo-exts/fcrepo-camel,2026-08-14T16:56:51.272616+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fcrepo-exts/fcrepo-camel-toolbox,https://github.com/fcrepo-exts/fcrepo-camel-toolbox,2026-08-14T16:56:51.444196+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fcrepo/fcrepo,https://github.com/fcrepo/fcrepo,2026-08-14T16:56:51.668931+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fcrepo3/fcrepo,https://github.com/fcrepo3/fcrepo,2026-08-14T16:56:51.833392+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fcrepo4-exts/fcrepo-camel-toolbox,https://github.com/fcrepo4-exts/fcrepo-camel-toolbox,2026-08-14T16:56:52.014997+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fedora-java/xmvn,https://github.com/fedora-java/xmvn,2026-08-14T16:56:52.254766+00:00,error,HTTPError,HTTP Error 401: Unauthorized
felleslosninger/efm-integrasjonspunkt,https://github.com/felleslosninger/efm-integrasjonspunkt,2026-08-14T16:56:52.442570+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fidusio/zoxweb-core,https://github.com/fidusio/zoxweb-core,2026-08-14T16:56:52.659594+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fizzed/stork,https://github.com/fizzed/stork,2026-08-14T16:56:52.817868+00:00,error,HTTPError,HTTP Error 401: Unauthorized
flapdoodle-oss/de.flapdoodle.embed.process,https://github.com/flapdoodle-oss/de.flapdoodle.embed.process,2026-08-14T16:56:53.001207+00:00,error,HTTPError,HTTP Error 401: Unauthorized
flowable/flowable-engine,https://github.com/flowable/flowable-engine,2026-08-14T16:56:53.233595+00:00,error,HTTPError,HTTP Error 401: Unauthorized
flowlogix/flowlogix,https://github.com/flowlogix/flowlogix,2026-08-14T16:56:53.396983+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fluo-io/fluo,https://github.com/fluo-io/fluo,2026-08-14T16:56:53.553886+00:00,error,HTTPError,HTTP Error 401: Unauthorized
flyingsaucerproject/flyingsaucer,https://github.com/flyingsaucerproject/flyingsaucer,2026-08-14T16:56:53.759659+00:00,error,HTTPError,HTTP Error 401: Unauthorized
flyway/flyway,https://github.com/flyway/flyway,2026-08-14T16:56:53.923248+00:00,error,HTTPError,HTTP Error 401: Unauthorized
freedomotic/freedomotic,https://github.com/freedomotic/freedomotic,2026-08-14T16:56:54.083947+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fuinorg/event-store-maven-plugin,https://github.com/fuinorg/event-store-maven-plugin,2026-08-14T16:56:54.334040+00:00,error,HTTPError,HTTP Error 401: Unauthorized
fujion/fujion-framework,https://github.com/fujion/fujion-framework,2026-08-14T16:56:54.495931+00:00,error,HTTPError,HTTP Error 401: Unauthorized
furkandogan/web-automation-template,https://github.com/furkandogan/web-automation-template,2026-08-14T16:56:54.654790+00:00,error,HTTPError,HTTP Error 401: Unauthorized
g-research/siembol,https://github.com/g-research/siembol,2026-08-14T16:56:54.910536+00:00,error,HTTPError,HTTP Error 401: Unauthorized
galan/commons,https://github.com/galan/commons,2026-08-14T16:56:55.071003+00:00,error,HTTPError,HTTP Error 401: Unauthorized
galasa-dev/framework,https://github.com/galasa-dev/framework,2026-08-14T16:56:55.280976+00:00,error,HTTPError,HTTP Error 401: Unauthorized
geolatte/geolatte-geom,https://github.com/geolatte/geolatte-geom,2026-08-14T16:56:55.470811+00:00,error,HTTPError,HTTP Error 401: Unauthorized
geomajas/geomajas-project-client-gwt,https://github.com/geomajas/geomajas-project-client-gwt,2026-08-14T16:56:55.668715+00:00,error,HTTPError,HTTP Error 401: Unauthorized
georgberky/dependency-update-maven-plugin,https://github.com/georgberky/dependency-update-maven-plugin,2026-08-14T16:56:55.909371+00:00,error,HTTPError,HTTP Error 401: Unauthorized
gismaker/lambkit,https://github.com/gismaker/lambkit,2026-08-14T16:56:56.074413+00:00,error,HTTPError,HTTP Error 401: Unauthorized
godaddy/asherah,https://github.com/godaddy/asherah,2026-08-14T16:56:56.236685+00:00,error,HTTPError,HTTP Error 401: Unauthorized
goldmansachs/obevo,https://github.com/goldmansachs/obevo,2026-08-14T16:56:56.511538+00:00,error,HTTPError,HTTP Error 401: Unauthorized
google/tink,https://github.com/google/tink,2026-08-14T16:56:56.671821+00:00,error,HTTPError,HTTP Error 401: Unauthorized
graphaware/neo4j-framework,https://github.com/graphaware/neo4j-framework,2026-08-14T16:56:56.909439+00:00,error,HTTPError,HTTP Error 401: Unauthorized
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper,2026-08-14T16:56:57.067830+00:00,error,HTTPError,HTTP Error 401: Unauthorized
grasshopper7/cucumber-pdf-report,https://github.com/grasshopper7/cucumber-pdf-report,2026-08-14T16:56:57.252528+00:00,error,HTTPError,HTTP Error 401: Unauthorized
grasshopper7/pdfextentreporter,https://github.com/grasshopper7/pdfextentreporter,2026-08-14T16:56:57.478245+00:00,error,HTTPError,HTTP Error 401: Unauthorized
gudaoxuri/dew-common,https://github.com/gudaoxuri/dew-common,2026-08-14T16:56:57.671182+00:00,error,HTTPError,HTTP Error 401: Unauthorized
gzxishan/OftenPorter,https://github.com/gzxishan/OftenPorter,2026-08-14T16:56:57.902526+00:00,error,HTTPError,HTTP Error 401: Unauthorized
hammock-project/hammock,https://github.com/hammock-project/hammock,2026-08-14T16:56:58.091352+00:00,error,HTTPError,HTTP Error 401: Unauthorized
