repo,repo_url,uses_dependabot_ever,dependabot_usage_type_ever,dependabot_lifecycle,security_first_version_later_ever,has_dependabot_pr,first_dependabot_pr_date,first_dependabot_pr_url,first_dependabot_pr_number,first_dependabot_pr_author,first_dependabot_pr_title,has_dependabot_config,dependabot_config_path,dependabot_config_created_date,dependabot_config_created_sha,dependabot_config_created_url,days_security_to_version,mined_at_utc
42BV/jarb,https://github.com/42BV/jarb,True,security_updates_only,security_only_ever,False,True,2020-01-21T21:11:51Z,https://github.com/42BV/jarb/pull/53,53.0,dependabot,Bump spring.version from 5.1.3.RELEASE to 5.2.3.RELEASE,False,,,,,,2026-08-14T17:00:36.520962+00:00
52North/arctic-sea,https://github.com/52North/arctic-sea,True,both_security_and_version_updates,security_then_version,True,True,2019-08-01T21:59:32Z,https://github.com/52North/arctic-sea/pull/47,47.0,dependabot,Bump version.jackson from 2.9.9 to 2.10.0.pr1,True,.github/dependabot.yml,2021-04-29T15:25:46Z,fe7416a0a9a56c960616fe58de41f1e5b0e19049,https://github.com/52North/arctic-sea/commit/fe7416a0a9a56c960616fe58de41f1e5b0e19049,636.726550925926,2026-08-14T17:00:42.593324+00:00
52North/series-hibernate,https://github.com/52North/series-hibernate,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2021-04-29T15:25:57Z,924fab33f054d8521a2e2ade95609ec9f0aba51b,https://github.com/52North/sensorweb-server-db-model/commit/924fab33f054d8521a2e2ade95609ec9f0aba51b,,2026-08-14T17:00:50.205286+00:00
6tail/nlf2-maven,https://github.com/6tail/nlf2-maven,True,security_updates_only,security_only_ever,False,True,2019-10-29T21:06:00Z,https://github.com/6tail/nlf2-maven/pull/1,1.0,dependabot,Bump c3p0 from 0.9.5.2 to 0.9.5.4 in /nlf2-plugin-c3p0,False,,,,,,2026-08-14T17:00:59.268097+00:00
88250/latke,https://github.com/88250/latke,True,security_updates_only,security_only_ever,False,True,2021-02-08T21:25:30Z,https://github.com/88250/latke/pull/37,37.0,dependabot,⬆️ Bump netty.version from 4.1.49.Final to 4.1.59.Final,False,,,,,,2026-08-14T17:01:06.101623+00:00
AKSW/jena-sparql-api,https://github.com/AKSW/jena-sparql-api,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:01:12.368343+00:00
Activiti/Activiti,https://github.com/Activiti/Activiti,True,both_security_and_version_updates,security_then_version,True,True,2020-01-26T14:06:00Z,https://github.com/Activiti/Activiti/pull/3100,3100.0,dependabot-preview,Bump batik.version from 1.10 to 1.12,True,.github/dependabot.yml,2021-01-19T17:59:56Z,e021dd1fe29bda212a9f95c14679a3011744edcd,https://github.com/Activiti/Activiti/commit/e021dd1fe29bda212a9f95c14679a3011744edcd,359.1624537037037,2026-08-14T17:01:21.642048+00:00
AlejandroRivera/embedded-rabbitmq,https://github.com/AlejandroRivera/embedded-rabbitmq,True,security_updates_only,security_only_ever,False,True,2019-11-02T17:43:58Z,https://github.com/AlejandroRivera/embedded-rabbitmq/pull/56,56.0,dependabot,Bump checkstyle from 6.19 to 8.18,False,,,,,,2026-08-14T17:01:29.552808+00:00
AmyAssist/Amy,https://github.com/AmyAssist/Amy,True,security_updates_only,security_only_ever,False,True,2019-09-17T22:49:15Z,https://github.com/AmyAssist/Amy/pull/550,550.0,dependabot,Bump org.eclipse.paho.client.mqttv3 from 1.2.0 to 1.2.1 in /amy-message-hub,False,,,,,,2026-08-14T17:01:35.317364+00:00
AquaticInformatics/aquarius-sdk-java,https://github.com/AquaticInformatics/aquarius-sdk-java,True,security_updates_only,security_only_ever,False,True,2020-10-13T09:33:05Z,https://github.com/AquaticInformatics/aquarius-sdk-java/pull/132,132.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:01:42.257763+00:00
ArcBees/GWTP,https://github.com/ArcBees/GWTP,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:01:48.644191+00:00
ArcadeData/arcade-connectors,https://github.com/ArcadeData/arcade-connectors,True,both_security_and_version_updates,security_then_version,True,True,2019-02-18T21:16:18Z,https://github.com/ArcadeData/arcade-connectors/pull/1,1.0,dependabot-preview,Bump orientdb-gremlin from 3.0.13 to 3.0.15,True,.github/dependabot.yml,2020-09-19T10:58:19Z,93f93acab75d87fdb4f2cff63945cda567ff3d58,https://github.com/ArcadeData/arcade-connectors/commit/93f93acab75d87fdb4f2cff63945cda567ff3d58,578.5708449074074,2026-08-14T17:01:54.325446+00:00
AsyncHttpClient/async-http-client,https://github.com/AsyncHttpClient/async-http-client,True,both_security_and_version_updates,security_then_version,True,True,2023-03-06T09:22:14Z,https://github.com/AsyncHttpClient/async-http-client/pull/1854,1854.0,dependabot,Bump commons-fileupload from 1.4 to 1.5 in /client,True,.github/dependabot.yml,2024-08-21T17:07:31Z,fca9c6732838b3817a5ecca2b0aadcd6a62bd385,https://github.com/AsyncHttpClient/async-http-client/commit/fca9c6732838b3817a5ecca2b0aadcd6a62bd385,534.323113425926,2026-08-14T17:02:01.541124+00:00
AthenZ/athenz,https://github.com/AthenZ/athenz,True,security_updates_only,security_only_ever,False,True,2019-11-13T07:59:41Z,https://github.com/AthenZ/athenz/pull/817,817.0,dependabot,Bump jackson-databind from 2.9.9.3 to 2.9.10.1 in /examples/java/instance-provider/provider,False,,,,,,2026-08-14T17:02:09.030092+00:00
AxonFramework/AxonFramework,https://github.com/AxonFramework/AxonFramework,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2020-10-09T13:10:54Z,5619039461b68c6541ec1798ea59d780ac619c20,https://github.com/AxonIQ/AxonFramework/commit/5619039461b68c6541ec1798ea59d780ac619c20,,2026-08-14T17:02:15.482146+00:00
Axway/ats-framework,https://github.com/Axway/ats-framework,True,security_updates_only,security_only_ever,False,True,2020-01-31T18:16:00Z,https://github.com/Axway/ats-framework/pull/23,23.0,dependabot,Bump checkstyle from 8.19 to 8.29,False,,,,,,2026-08-14T17:02:24.443309+00:00
Azure/azure-sdk-for-java,https://github.com/Azure/azure-sdk-for-java,True,security_updates_only,security_only_ever,False,True,2020-10-12T18:00:08Z,https://github.com/Azure/azure-sdk-for-java/pull/16196,16196.0,dependabot,Bump junit from 4.13 to 4.13.1 in /sdk/loganalytics/microsoft-azure-loganalytics,False,,,,,,2026-08-14T17:02:31.151569+00:00
Baidu-ecom/Jprotobuf-rpc-socket,https://github.com/Baidu-ecom/Jprotobuf-rpc-socket,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:02:37.587755+00:00
BaseXdb/basex,https://github.com/BaseXdb/basex,True,both_security_and_version_updates,security_then_version,True,True,2020-11-06T12:19:45Z,https://github.com/BaseXdb/basex/pull/1953,1953.0,dependabot,Bump jettyVersion from 9.4.31.v20200723 to 9.4.34.v20201102,True,.github/dependabot.yml,2025-07-31T14:49:04Z,d17d4d3b86eab0ce6f061a6dc196982b98306560,https://github.com/BaseXdb/basex/commit/d17d4d3b86eab0ce6f061a6dc196982b98306560,1728.1036921296297,2026-08-14T17:02:49.337759+00:00
Bedework/bw-calendar-engine,https://github.com/Bedework/bw-calendar-engine,True,security_updates_only,security_only_ever,False,True,2019-11-02T19:53:46Z,https://github.com/Bedework/bw-calendar-engine/pull/5,5.0,dependabot,Bump jackson.version from 2.9.8 to 2.10.0,False,,,,,,2026-08-14T17:02:55.679482+00:00
Bedework/bw-event-registration,https://github.com/Bedework/bw-event-registration,True,security_updates_only,security_only_ever,False,True,2019-11-02T19:54:02Z,https://github.com/Bedework/bw-event-registration/pull/1,1.0,dependabot,Bump spring.version from 3.0.5.RELEASE to 5.2.1.RELEASE,False,,,,,,2026-08-14T17:03:01.293844+00:00
Bedework/bw-synch,https://github.com/Bedework/bw-synch,True,security_updates_only,security_only_ever,False,True,2020-06-15T20:54:48Z,https://github.com/Bedework/bw-synch/pull/1,1.0,dependabot,Bump commons-collections4 from 4.0 to 4.1 in /bw-synch-ear,False,,,,,,2026-08-14T17:03:07.846455+00:00
BroadleafCommerce/BroadleafCommerce,https://github.com/BroadleafCommerce/BroadleafCommerce,True,security_updates_only,security_only_ever,False,True,2019-12-20T16:06:23Z,https://github.com/BroadleafCommerce/BroadleafCommerce/pull/2212,2212.0,dependabot,Bump spring.security.version from 5.0.12.RELEASE to 5.2.1.RELEASE,False,,,,,,2026-08-14T17:03:14.806443+00:00
BrunoEberhard/minimal-j,https://github.com/BrunoEberhard/minimal-j,True,security_updates_only,security_only_ever,False,True,2020-06-06T05:25:38Z,https://github.com/BrunoEberhard/minimal-j/pull/26,26.0,dependabot,Bump ignite-core from 2.6.0 to 2.8.1 in /ext/ignite,False,,,,,,2026-08-14T17:03:21.830254+00:00
Bynder/bynder-java-sdk,https://github.com/Bynder/bynder-java-sdk,True,security_updates_only,security_only_ever,False,True,2020-10-13T01:21:23Z,https://github.com/Bynder/bynder-java-sdk/pull/35,35.0,dependabot,Bump junit from 4.13 to 4.13.1,False,,,,,,2026-08-14T17:03:27.295824+00:00
CAFAudit/audit-service,https://github.com/CAFAudit/audit-service,True,security_updates_only,security_only_ever,False,True,2020-02-07T15:12:07Z,https://github.com/CAFAudit/audit-service/pull/89,89.0,dependabot,Bump spring-version from 5.0.4.RELEASE to 5.2.3.RELEASE,False,,,,,,2026-08-14T17:03:32.981183+00:00
Captain-P-Goldfish/SCIM,https://github.com/Captain-P-Goldfish/SCIM,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2020-06-26T16:46:55Z,a26e96b5837d8ba1702351cef61b78200ceb315d,https://github.com/Captain-P-Goldfish/SCIM-SDK/commit/a26e96b5837d8ba1702351cef61b78200ceb315d,,2026-08-14T17:03:40.318340+00:00
CloudSlang/cloud-slang,https://github.com/CloudSlang/cloud-slang,True,security_updates_only,security_only_ever,False,True,2019-11-05T14:17:28Z,https://github.com/CloudSlang/cloud-slang/pull/1120,1120.0,dependabot,Bump checkstyle from 6.19 to 8.18,False,,,,,,2026-08-14T17:03:49.186972+00:00
CloudSlang/cs-actions,https://github.com/CloudSlang/cs-actions,True,security_updates_only,security_only_ever,False,True,2019-11-13T04:46:05Z,https://github.com/CloudSlang/cs-actions/pull/509,509.0,dependabot,Bump jackson-databind from 2.9.5 to 2.9.10.1 in /cs-vmware,False,,,,,,2026-08-14T17:03:56.086182+00:00
CloudSlang/score,https://github.com/CloudSlang/score,True,security_updates_only,security_only_ever,False,True,2019-11-13T03:22:08Z,https://github.com/CloudSlang/score/pull/236,236.0,dependabot,Bump jackson-databind from 2.9.8 to 2.9.10.1,False,,,,,,2026-08-14T17:04:02.522872+00:00
Comcast/jrugged,https://github.com/Comcast/jrugged,True,security_updates_only,security_only_ever,False,True,2020-10-13T00:33:20Z,https://github.com/Comcast/jrugged/pull/75,75.0,dependabot,Bump junit from 4.7 to 4.13.1,False,,,,,,2026-08-14T17:04:07.862757+00:00
ConsumerDataStandardsAustralia/java-artefacts,https://github.com/ConsumerDataStandardsAustralia/java-artefacts,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:04:15.307038+00:00
Contrast-Security-OSS/contrast-maven-plugin,https://github.com/Contrast-Security-OSS/contrast-maven-plugin,True,security_updates_only,security_only_ever,False,True,2020-10-12T20:25:38Z,https://github.com/Contrast-Security-OSS/contrast-maven-plugin/pull/26,26.0,dependabot,Bump junit from 4.8.2 to 4.13.1,False,,,,,,2026-08-14T17:04:22.864421+00:00
Coreoz/Wisp,https://github.com/Coreoz/Wisp,True,security_updates_only,security_only_ever,False,True,2020-10-12T19:51:22Z,https://github.com/Coreoz/Wisp/pull/10,10.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:04:29.336705+00:00
Crim/pardot-java-client,https://github.com/Crim/pardot-java-client,True,security_updates_only,security_only_ever,False,True,2019-10-29T14:44:56Z,https://github.com/Crim/pardot-java-client/pull/30,30.0,dependabot,Bump jackson.version from 2.9.9 to 2.10.0,False,,,,,,2026-08-14T17:04:36.186246+00:00
CyberSource/cybersource-sdk-java,https://github.com/CyberSource/cybersource-sdk-java,True,security_updates_only,security_only_ever,False,True,2020-10-13T06:47:54Z,https://github.com/CyberSource/cybersource-sdk-java/pull/150,150.0,dependabot,Bump junit from 4.12 to 4.13.1 in /java,False,,,,,,2026-08-14T17:04:42.158941+00:00
CycloneDX/cyclonedx-core-java,https://github.com/CycloneDX/cyclonedx-core-java,True,both_security_and_version_updates,security_then_version,True,True,2019-09-08T07:33:36Z,https://github.com/CycloneDX/cyclonedx-core-java/pull/10,10.0,dependabot-preview,Bump maven-gpg-plugin from 1.5 to 1.6,True,.github/dependabot.yml,2020-11-19T03:46:36Z,0b6bc78992302cd14ff952d518bcab5a25beb7eb,https://github.com/CycloneDX/cyclonedx-core-java/commit/0b6bc78992302cd14ff952d518bcab5a25beb7eb,437.84236111111113,2026-08-14T17:04:48.857758+00:00
DDTH/ddth-commons,https://github.com/DDTH/ddth-commons,True,security_updates_only,security_only_ever,False,True,2019-10-29T21:14:20Z,https://github.com/DDTH/ddth-commons/pull/1,1.0,dependabot,Bump version.jackson from 2.9.8 to 2.10.0,False,,,,,,2026-08-14T17:04:56.514096+00:00
DSpace/DSpace,https://github.com/DSpace/DSpace,True,both_security_and_version_updates,security_then_version,True,True,2019-11-07T16:03:27Z,https://github.com/DSpace/DSpace/pull/2569,2569.0,dependabot,Bump nimbus-jose-jwt from 6.2 to 7.9 in /dspace-server-webapp,True,.github/dependabot.yml,2024-10-28T19:55:30Z,29e487e1d30a377be3a1f746c05ede0ef339ca0e,https://github.com/DSpace/DSpace/commit/29e487e1d30a377be3a1f746c05ede0ef339ca0e,1817.1611458333334,2026-08-14T17:05:03.191396+00:00
DataSketches/sketches-hive,https://github.com/DataSketches/sketches-hive,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:05:10.486316+00:00
DataSketches/sketches-pig,https://github.com/DataSketches/sketches-pig,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:05:19.265775+00:00
DataSystemsLab/GeoSpark,https://github.com/DataSystemsLab/GeoSpark,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2023-11-10T07:00:19Z,3e5f30b52ce64392d75ed37a70d8aea8946261e7,https://github.com/apache/sedona/commit/3e5f30b52ce64392d75ed37a70d8aea8946261e7,,2026-08-14T17:05:26.403558+00:00
DigitalPebble/storm-crawler,https://github.com/DigitalPebble/storm-crawler,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2024-09-05T17:15:56Z,2752788ae3351fa612164225b965e96ae37046b2,https://github.com/apache/stormcrawler/commit/2752788ae3351fa612164225b965e96ae37046b2,,2026-08-14T17:05:35.277333+00:00
DisneyStudios/cucumber-slices-maven-plugin,https://github.com/DisneyStudios/cucumber-slices-maven-plugin,True,security_updates_only,security_only_ever,False,True,2020-12-09T19:07:36Z,https://github.com/DisneyStudios/cucumber-slices-maven-plugin/pull/1,1.0,dependabot,Bump groovy.version from 2.5.4 to 3.0.7,False,,,,,,2026-08-14T17:05:44.657973+00:00
Dreamroute/locker,https://github.com/Dreamroute/locker,True,security_updates_only,security_only_ever,False,True,2020-07-01T18:42:18Z,https://github.com/Dreamroute/locker/pull/37,37.0,dependabot,build(deps): bump mysql-connector-java from 5.1.23 to 8.0.16,False,,,,,,2026-08-14T17:05:50.414442+00:00
Erudika/para,https://github.com/Erudika/para,True,security_updates_only,security_only_ever,False,True,2020-06-06T05:29:43Z,https://github.com/Erudika/para/pull/72,72.0,dependabot,Bump springSecVer from 5.3.2.RELEASE to 5.3.3.RELEASE in /para-server,False,,,,,,2026-08-14T17:05:57.317562+00:00
EvoSuite/evosuite,https://github.com/EvoSuite/evosuite,True,security_updates_only,security_only_ever,False,True,2019-10-29T13:54:41Z,https://github.com/EvoSuite/evosuite/pull/274,274.0,dependabot,Bump xstream from 1.4.10 to 1.4.10-java7,False,,,,,,2026-08-14T17:06:03.114901+00:00
ExpediaGroup/circus-train,https://github.com/ExpediaGroup/circus-train,True,security_updates_only,security_only_ever,False,True,2019-08-02T10:40:59Z,https://github.com/ExpediaGroup/circus-train/pull/137,137.0,dependabot,Bump jackson.version from 2.9.9 to 2.10.0.pr1,False,,,,,,2026-08-14T17:06:08.570106+00:00
ExpediaGroup/waggle-dance,https://github.com/ExpediaGroup/waggle-dance,True,security_updates_only,security_only_ever,False,True,2021-04-26T18:26:22Z,https://github.com/ExpediaGroup/waggle-dance/pull/220,220.0,dependabot,Bump commons-io from 2.6 to 2.7,False,,,,,,2026-08-14T17:06:15.148933+00:00
FelixGail/gplaymusic,https://github.com/FelixGail/gplaymusic,True,security_updates_only,security_only_ever,False,True,2020-10-13T06:38:54Z,https://github.com/FelixGail/gplaymusic/pull/67,67.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:06:21.003452+00:00
GSI-CS-CO/chart-fx,https://github.com/GSI-CS-CO/chart-fx,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:06:26.156935+00:00
GateNLP/gate-core,https://github.com/GateNLP/gate-core,True,security_updates_only,security_only_ever,False,True,2019-11-13T07:19:11Z,https://github.com/GateNLP/gate-core/pull/96,96.0,dependabot,Bump jackson-databind from 2.9.10 to 2.9.10.1,False,,,,,,2026-08-14T17:06:34.580286+00:00
GeoDienstenCentrum/schemaspy-maven-plugin,https://github.com/GeoDienstenCentrum/schemaspy-maven-plugin,True,both_security_and_version_updates,security_then_version,True,True,2018-03-28T12:24:49Z,https://github.com/GeoDienstenCentrum/schemaspy-maven-plugin/pull/1,1.0,dependabot-preview,Bump org.jacoco:jacoco-maven-plugin from 0.8.0 to 0.8.1,True,.github/dependabot.yml,2020-06-22T07:34:27Z,68be6a15e5d341600737f008e83169cef0094ad7,https://github.com/GeoDienstenCentrum/schemaspy-maven-plugin/commit/68be6a15e5d341600737f008e83169cef0094ad7,816.7983564814815,2026-08-14T17:06:40.808041+00:00
GojaFramework/goja,https://github.com/GojaFramework/goja,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:06:48.855897+00:00
GoogleCloudPlatform/bigdata-interop,https://github.com/GoogleCloudPlatform/bigdata-interop,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:06:55.702956+00:00
GraphWalker/graphwalker-project,https://github.com/GraphWalker/graphwalker-project,True,security_updates_only,security_only_ever,False,True,2020-05-08T18:55:47Z,https://github.com/GraphWalker/graphwalker-project/pull/236,236.0,dependabot,Bump Java-WebSocket from 1.4.0 to 1.5.0,False,,,,,,2026-08-14T17:07:04.091381+00:00
Graylog2/graylog2-server,https://github.com/Graylog2/graylog2-server,True,both_security_and_version_updates,security_then_version,True,True,2018-12-02T09:23:19Z,https://github.com/Graylog2/graylog2-server/pull/5343,5343.0,dependabot-preview,Bump jersey-bom from 2.25.1 to 2.27,True,.github/dependabot.yml,2020-12-01T13:00:53Z,0ed26ac8dea804c6bc05bd7f752510e8f8ab859a,https://github.com/Graylog2/graylog2-server/commit/0ed26ac8dea804c6bc05bd7f752510e8f8ab859a,730.151087962963,2026-08-14T17:07:11.211319+00:00
HotelsDotCom/beeju,https://github.com/HotelsDotCom/beeju,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:07:18.456111+00:00
HotelsDotCom/corc,https://github.com/HotelsDotCom/corc,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:07:27.459331+00:00
HotelsDotCom/data-highway,https://github.com/HotelsDotCom/data-highway,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:07:36.218331+00:00
Huanying04/jixiv,https://github.com/Huanying04/jixiv,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:07:44.861921+00:00
Huluvu424242/plantuml-maven-plugin,https://github.com/Huluvu424242/plantuml-maven-plugin,True,both_security_and_version_updates,same_day_security_and_version,False,True,2022-12-28T10:48:54Z,https://github.com/Huluvu424242/plantuml-maven-plugin/pull/39,39.0,dependabot,Bump maven-surefire-plugin from 3.0.0-M3 to 3.0.0-M7,True,.github/dependabot.yml,2022-12-28T10:48:36Z,14fe796980de8e8e6548c4589119434c41fdf580,https://github.com/Huluvu424242/plantuml-maven-plugin/commit/14fe796980de8e8e6548c4589119434c41fdf580,,2026-08-14T17:07:50.230452+00:00
ICIJ/extract,https://github.com/ICIJ/extract,True,security_updates_only,security_only_ever,False,True,2020-01-28T22:36:08Z,https://github.com/ICIJ/extract/pull/17,17.0,dependabot,Bump solr.version from 8.2.0 to 8.4.1 in /extract-cli,False,,,,,,2026-08-14T17:07:58.367291+00:00
INL/BlackLab,https://github.com/INL/BlackLab,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:08:05.916461+00:00
INRIA/spoon,https://github.com/INRIA/spoon,True,security_updates_only,security_only_ever,False,True,2019-10-16T18:35:44Z,https://github.com/INRIA/spoon/pull/3153,3153.0,dependabot,chore(deps): bump nimbus-jose-jwt from 4.35 to 7.9 in /src/test/resources/maven-launcher/pac4j,False,,,,,,2026-08-14T17:08:14.647827+00:00
Impetus/fabric-jdbc-connector,https://github.com/Impetus/fabric-jdbc-connector,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:08:22.751026+00:00
JULIELab/costosys,https://github.com/JULIELab/costosys,True,security_updates_only,security_only_ever,False,True,2020-05-21T19:22:21Z,https://github.com/JULIELab/costosys/pull/6,6.0,dependabot,Bump commons-configuration2 from 2.4 to 2.7,False,,,,,,2026-08-14T17:08:29.396500+00:00
JULIELab/jcore-dependencies,https://github.com/JULIELab/jcore-dependencies,True,security_updates_only,security_only_ever,False,True,2020-10-13T08:14:12Z,https://github.com/JULIELab/jcore-dependencies/pull/14,14.0,dependabot,Bump junit from 4.10 to 4.13.1 in /julie-xml-tools,False,,,,,,2026-08-14T17:08:35.701962+00:00
JanusGraph/janusgraph,https://github.com/JanusGraph/janusgraph,True,both_security_and_version_updates,security_then_version,True,True,2019-10-09T09:12:04Z,https://github.com/JanusGraph/janusgraph/pull/1830,1830.0,dependabot-preview,Bump guava from 18.0 to 23.0,True,.github/dependabot.yml,2021-09-07T21:11:37Z,0b44c51fa54c9dfb32c678ca30879c9288e4d833,https://github.com/JanusGraph/janusgraph/commit/0b44c51fa54c9dfb32c678ca30879c9288e4d833,699.4996875,2026-08-14T17:08:41.918092+00:00
Jasig/person-directory,https://github.com/Jasig/person-directory,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2021-04-29T20:46:31Z,05b320ff82ad36f79a04cc17b8bd09701e40c05c,https://github.com/apereo/person-directory/commit/05b320ff82ad36f79a04cc17b8bd09701e40c05c,,2026-08-14T17:08:49.758420+00:00
KleeGroup/vertigo,https://github.com/KleeGroup/vertigo,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:08:58.592021+00:00
LevelFourAB/dust,https://github.com/LevelFourAB/dust,True,security_updates_only,security_only_ever,False,True,2019-10-14T09:39:08Z,https://github.com/LevelFourAB/dust/pull/1,1.0,dependabot-preview,Bump jboss-jaxrs-api_2.0_spec from 1.0.1.Beta1 to 1.0.1.Final,False,,,,,,2026-08-14T17:09:07.313916+00:00
Litote/kmongo,https://github.com/Litote/kmongo,True,security_updates_only,security_only_ever,False,True,2020-10-12T17:34:59Z,https://github.com/Litote/kmongo/pull/231,231.0,dependabot,Bump junit from 4.13 to 4.13.1,False,,,,,,2026-08-14T17:09:14.078585+00:00
Loki-Afro/metalarchives,https://github.com/Loki-Afro/metalarchives,True,security_updates_only,security_only_ever,False,True,2020-10-13T08:14:45Z,https://github.com/Loki-Afro/metalarchives/pull/10,10.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:09:20.367711+00:00
LucidWorks/spark-solr,https://github.com/LucidWorks/spark-solr,True,security_updates_only,security_only_ever,False,True,2019-10-18T13:10:39Z,https://github.com/lucidworks/spark-solr/pull/278,278.0,dependabot,Bump fasterxml.version from 2.9.9 to 2.10.0,False,,,,,,2026-08-14T17:09:27.077302+00:00
Mercateo/rest-schemagen-spring,https://github.com/Mercateo/rest-schemagen-spring,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:09:34.000204+00:00
MingweiSamuel/Zyra,https://github.com/MingweiSamuel/Zyra,True,security_updates_only,security_only_ever,False,True,2020-10-12T18:09:46Z,https://github.com/MingweiSamuel/Zyra/pull/20,20.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:09:41.466702+00:00
ModeShape/modeshape,https://github.com/ModeShape/modeshape,True,security_updates_only,security_only_ever,False,True,2019-10-15T12:52:44Z,https://github.com/ModeShape/modeshape/pull/1701,1701.0,dependabot,Bump version.org.apache.lucene from 6.4.1 to 8.2.0 in /modeshape-parent,False,,,,,,2026-08-14T17:09:47.654923+00:00
MyCoRe-Org/mycore,https://github.com/MyCoRe-Org/mycore,True,both_security_and_version_updates,security_then_version,True,True,2019-11-04T20:52:19Z,https://github.com/MyCoRe-Org/mycore/pull/879,879.0,dependabot,Bump jackson.version from 2.9.9 to 2.10.0,True,.github/dependabot.yml,2020-10-14T13:56:35Z,e06632e702d4399b79334a572e89d95fdb1e23c1,https://github.com/MyCoRe-Org/mycore/commit/e06632e702d4399b79334a572e89d95fdb1e23c1,344.71129629629627,2026-08-14T17:09:54.621226+00:00
NASA-PDS-Incubator/registry,https://github.com/NASA-PDS-Incubator/registry,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:10:03.003011+00:00
NitorCreations/nflow,https://github.com/NitorCreations/nflow,True,security_updates_only,security_only_ever,False,True,2019-05-25T15:53:34Z,https://github.com/NitorCreations/nflow/pull/319,319.0,dependabot,Bump tar from 2.2.1 to 2.2.2 in /nflow-explorer,False,,,,,,2026-08-14T17:10:12.269272+00:00
NitorCreations/willow,https://github.com/NitorCreations/willow,True,security_updates_only,security_only_ever,False,True,2019-11-29T17:58:30Z,https://github.com/NitorCreations/willow/pull/100,100.0,dependabot,Bump jetty.version from 9.3.1.v20150714 to 9.4.24.v20191120,False,,,,,,2026-08-14T17:10:18.292525+00:00
Olog/phoebus-olog,https://github.com/Olog/phoebus-olog,True,security_updates_only,security_only_ever,False,True,2021-12-29T15:11:58Z,https://github.com/Olog/phoebus-olog/pull/102,102.0,dependabot,Bump h2 from 1.4.200 to 2.0.202,False,,,,,,2026-08-14T17:10:24.018048+00:00
OpenAS2/OpenAs2App,https://github.com/OpenAS2/OpenAs2App,True,security_updates_only,security_only_ever,False,True,2019-11-13T12:40:19Z,https://github.com/OpenAS2/OpenAs2App/pull/173,173.0,dependabot,Bump jackson-databind from 2.9.8 to 2.9.10.1 in /Server,False,,,,,,2026-08-14T17:10:31.143885+00:00
OpenSextant/Xponents,https://github.com/OpenSextant/Xponents,True,security_updates_only,security_only_ever,False,True,2019-08-10T07:38:34Z,https://github.com/OpenSextant/Xponents/pull/39,39.0,dependabot,Bump solr.version from 7.7.2 to 8.2.0,False,,,,,,2026-08-14T17:10:37.834968+00:00
OrbitzWorldwide/consul-client,https://github.com/OrbitzWorldwide/consul-client,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:10:44.599639+00:00
