repo,repo_url,uses_dependabot_ever,dependabot_usage_type_ever,dependabot_lifecycle,security_first_version_later_ever,has_dependabot_pr,first_dependabot_pr_date,first_dependabot_pr_url,first_dependabot_pr_number,first_dependabot_pr_author,first_dependabot_pr_title,has_dependabot_config,dependabot_config_path,dependabot_config_created_date,dependabot_config_created_sha,dependabot_config_created_url,days_security_to_version,mined_at_utc
jcabi/jcabi-http,https://github.com/jcabi/jcabi-http,True,both_security_and_version_updates,security_then_version,True,True,2019-11-13T05:55:07Z,https://github.com/jcabi/jcabi-http/pull/186,186.0,dependabot,Bump jackson-databind from 2.7.6 to 2.9.10.1,True,.github/dependabot.yml,2021-06-28T01:41:37Z,513fa6c5f6bbcf2a941550f041a6b81b59af880e,https://github.com/jcabi/jcabi-http/commit/513fa6c5f6bbcf2a941550f041a6b81b59af880e,592.8239583333333,2026-08-14T17:48:31.560103+00:00
jdillon/mvnsh,https://github.com/jdillon/mvnsh,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:51:25.475048+00:00
jefalbino/jsmart-web,https://github.com/jefalbino/jsmart-web,True,security_updates_only,security_only_ever,False,True,2020-10-13T07:59:31Z,https://github.com/jefalbino/jsmart-web/pull/4,4.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:51:32.521700+00:00
jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2020-06-30T12:30:05Z,96fded372ba423e2c9ac8d64bb3003b2e746738f,https://github.com/jeremylong/DependencyCheck/commit/96fded372ba423e2c9ac8d64bb3003b2e746738f,,2026-08-14T17:51:38.082797+00:00
jhannes/logevents,https://github.com/jhannes/logevents,True,security_updates_only,security_only_ever,False,True,2020-10-13T11:58:52Z,https://github.com/jhannes/logevents/pull/36,36.0,dependabot,Bump junit from 4.12 to 4.13.1 in /logevents,False,,,,,,2026-08-14T17:51:45.666133+00:00
jhipster/jhipster,https://github.com/jhipster/jhipster,True,both_security_and_version_updates,security_then_version,True,True,2019-03-21T15:31:32Z,https://github.com/jhipster/jhipster/pull/208,208.0,dependabot-preview,Bump mssql-jdbc from 7.2.1.jre8 to 7.2.1.jre11,True,.github/dependabot.yml,2020-06-27T16:27:09Z,1f1a1b5cb7a5b6e222905210913e31624a0125f8,https://github.com/jhipster/jhipster/commit/1f1a1b5cb7a5b6e222905210913e31624a0125f8,464.0386226851852,2026-08-14T17:52:31.859779+00:00
jitsi/jitsi-srtp,https://github.com/jitsi/jitsi-srtp,True,security_updates_only,security_only_ever,False,True,2021-04-30T20:27:14Z,https://github.com/jitsi/jitsi-srtp/pull/33,33.0,dependabot,Bump bcprov-jdk15on from 1.66 to 1.67,False,,,,,,2026-08-14T17:52:40.868226+00:00
jitsi/zrtp4j,https://github.com/jitsi/zrtp4j,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:52:46.282837+00:00
jituancaiyun/openapi-java-sdk,https://github.com/jituancaiyun/openapi-java-sdk,True,security_updates_only,security_only_ever,False,True,2021-07-13T10:29:07Z,https://github.com/jituancaiyun/openapi-java-sdk/pull/1,1.0,dependabot,build(deps-dev): bump mysql-connector-java from 5.1.21 to 8.0.16,False,,,,,,2026-08-14T17:52:51.187160+00:00
jjYBdx4IL/misc,https://github.com/jjYBdx4IL/misc,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:52:57.510346+00:00
jnidzwetzki/bboxdb,https://github.com/jnidzwetzki/bboxdb,True,both_security_and_version_updates,security_then_version,True,True,2018-08-17T11:10:11Z,https://github.com/jnidzwetzki/bboxdb/pull/87,87.0,dependabot-preview,Bump jacoco-maven-plugin from 0.7.7.201606060606 to 0.8.1,True,.github/dependabot.yml,2021-04-28T21:38:33Z,210c03ad806ac2772912d7fc651ee69e6333e4a6,https://github.com/jnidzwetzki/bboxdb/commit/210c03ad806ac2772912d7fc651ee69e6333e4a6,985.4363657407407,2026-08-14T17:53:03.236591+00:00
jnoee/coo,https://github.com/jnoee/coo,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:53:10.383807+00:00
joniles/mpxj,https://github.com/joniles/mpxj,True,security_updates_only,security_only_ever,False,True,2020-10-13T10:47:26Z,https://github.com/joniles/mpxj/pull/187,187.0,dependabot,Bump junit from 4.11 to 4.13.1,False,,,,,,2026-08-14T17:53:16.392947+00:00
jooby-project/jooby,https://github.com/jooby-project/jooby,True,both_security_and_version_updates,security_then_version,True,True,2019-11-14T23:20:53Z,https://github.com/jooby-project/jooby/pull/1417,1417.0,dependabot-preview,Bump jetty.version from 9.4.20.v20190813 to 9.4.22.v20191022,True,.github/dependabot.yml,2021-04-28T16:46:22Z,f9ae537158fae7c1c3a8ed76ab476fc55c0f87f6,https://github.com/jooby-project/jooby/commit/f9ae537158fae7c1c3a8ed76ab476fc55c0f87f6,530.7260300925926,2026-08-14T17:53:22.265301+00:00
joyent/java-http-signature,https://github.com/joyent/java-http-signature,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:53:30.306819+00:00
jqassistant/jqa-neo4j-backend,https://github.com/jqassistant/jqa-neo4j-backend,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:53:37.828629+00:00
jqassistant/jqa-plugin-common,https://github.com/jqassistant/jqa-plugin-common,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:53:45.477735+00:00
jsonld-java/jsonld-java,https://github.com/jsonld-java/jsonld-java,True,security_updates_only,security_only_ever,False,True,2022-10-05T02:46:18Z,https://github.com/jsonld-java/jsonld-java/pull/334,334.0,dependabot,Bump jackson-databind from 2.11.4 to 2.12.6.1,False,,,,,,2026-08-14T17:53:52.449571+00:00
jspare-projects/vertx-jspare,https://github.com/jspare-projects/vertx-jspare,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:53:58.061033+00:00
jsunsoftware/http-request,https://github.com/jsunsoftware/http-request,True,security_updates_only,security_only_ever,False,True,2020-10-12T19:31:10Z,https://github.com/jsunsoftware/http-request/pull/4,4.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:54:04.319003+00:00
jsurfer/JsonSurfer,https://github.com/jsurfer/JsonSurfer,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2023-09-15T22:35:25Z,26a59696769eee130d61b134f6869c2c28565763,https://github.com/wanglingsong/JsonSurfer/commit/26a59696769eee130d61b134f6869c2c28565763,,2026-08-14T17:54:10.337572+00:00
junaidontable/baltoro.lib,https://github.com/junaidontable/baltoro.lib,True,security_updates_only,security_only_ever,False,True,2020-10-12T23:11:39Z,https://github.com/junaidontable/baltoro.lib/pull/1,1.0,dependabot,Bump junit from 4.13 to 4.13.1 in /client-lib,False,,,,,,2026-08-14T17:54:19.521909+00:00
jwcarman/Wicketopia,https://github.com/jwcarman/Wicketopia,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:54:25.147382+00:00
kawansoft/aceql-http,https://github.com/kawansoft/aceql-http,True,security_updates_only,security_only_ever,False,True,2019-12-26T18:33:33Z,https://github.com/kawansoft/aceql-http/pull/3,3.0,dependabot,Bump tomcat-embed-core from 8.5.45 to 8.5.50,False,,,,,,2026-08-14T17:54:30.944785+00:00
ketola/jlibra,https://github.com/ketola/jlibra,True,security_updates_only,security_only_ever,False,True,2021-04-26T19:20:16Z,https://github.com/ketola/jlibra/pull/155,155.0,dependabot,Bump commons-io from 2.6 to 2.7 in /jlibra-core,False,,,,,,2026-08-14T17:54:38.218456+00:00
keycloak/keycloak,https://github.com/keycloak/keycloak,True,both_security_and_version_updates,security_then_version,True,True,2019-10-31T17:44:06Z,https://github.com/keycloak/keycloak/pull/6438,6438.0,dependabot,Bump jackson.version from 2.9.10 to 2.10.0,True,.github/dependabot.yml,2022-04-13T11:07:49Z,034748ed0a67077306b955f95992361ff12eb400,https://github.com/keycloak/keycloak/commit/034748ed0a67077306b955f95992361ff12eb400,894.7248032407407,2026-08-14T17:54:43.457273+00:00
kiegroup/kogito-runtimes,https://github.com/kiegroup/kogito-runtimes,True,both_security_and_version_updates,version_then_security,False,True,2024-02-26T08:40:44Z,https://github.com/kiegroup/kogito-runtimes/pull/23,23.0,dependabot,Bump org.apache.commons:commons-compress from 1.24.0 to 1.26.0 in /kogito-build/kogito-dependencies-bom,True,.github/dependabot.yml,2022-11-25T09:14:51Z,97beec18397f5c8bb175697670d1651c85eccce5,https://github.com/kiegroup/kogito-runtimes/commit/97beec18397f5c8bb175697670d1651c85eccce5,,2026-08-14T17:54:49.870121+00:00
kiegroup/optaplanner,https://github.com/kiegroup/optaplanner,True,both_security_and_version_updates,version_then_security,False,True,2023-09-08T14:17:07Z,https://github.com/kiegroup/optaplanner/pull/1,1.0,dependabot,[bot]: Bump jakarta.xml.bind:jakarta.xml.bind-api from 2.3.3 to 4.0.0,True,.github/dependabot.yml,2022-11-25T09:12:37Z,e35d8e78345118e4ce3067600c33df86382bcd06,https://github.com/kiegroup/optaplanner/commit/e35d8e78345118e4ce3067600c33df86382bcd06,,2026-08-14T17:54:56.818414+00:00
kiwiproject/kiwi,https://github.com/kiwiproject/kiwi,True,both_security_and_version_updates,security_then_version,True,True,2020-08-05T15:15:38Z,https://github.com/kiwiproject/kiwi/pull/278,278.0,dependabot,Bump jetty-server from 9.4.29.v20200521 to 9.4.30.v20200611,True,.github/dependabot.yml,2020-10-16T18:29:38Z,214184ab8877dc0b17d1bf862bfbaf9761f458e8,https://github.com/kiwiproject/kiwi/commit/214184ab8877dc0b17d1bf862bfbaf9761f458e8,72.13472222222222,2026-08-14T17:55:03.675508+00:00
klarna/HiveRunner,https://github.com/klarna/HiveRunner,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:55:10.724301+00:00
kohlschutter/junixsocket,https://github.com/kohlschutter/junixsocket,True,security_updates_only,security_only_ever,False,True,2022-02-02T00:55:18Z,https://github.com/kohlschutter/junixsocket/pull/96,96.0,dependabot,Bump postgresql from 42.3.1 to 42.3.2 in /junixsocket-demo,False,,,,,,2026-08-14T17:55:18.807770+00:00
kokuwaio/helm-maven-plugin,https://github.com/kokuwaio/helm-maven-plugin,True,both_security_and_version_updates,security_then_version,True,True,2021-04-26T16:39:08Z,https://github.com/kokuwaio/helm-maven-plugin/pull/122,122.0,dependabot,Bump commons-io from 2.6 to 2.7,True,.github/dependabot.yml,2022-05-09T14:59:52Z,3b6a922fa5a7721c95633c6360e043933095ca17,https://github.com/kokuwaio/helm-maven-plugin/commit/3b6a922fa5a7721c95633c6360e043933095ca17,377.9310648148148,2026-08-14T17:55:25.627789+00:00
konigio/konig,https://github.com/konigio/konig,True,security_updates_only,security_only_ever,False,True,2019-11-13T06:27:41Z,https://github.com/konigio/konig/pull/1692,1692.0,dependabot,Bump jackson-databind from 2.5.1 to 2.9.10.1 in /konig-docker-aws-etl-base,False,,,,,,2026-08-14T17:55:32.815756+00:00
korpling/ANNIS,https://github.com/korpling/ANNIS,True,security_updates_only,security_only_ever,False,True,2020-02-04T23:35:06Z,https://github.com/korpling/ANNIS/pull/651,651.0,dependabot,Bump shiro-core from 1.4.0 to 1.4.2 in /annis-service,False,,,,,,2026-08-14T17:55:39.422102+00:00
kristofa/brave,https://github.com/kristofa/brave,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:55:46.897902+00:00
kse-music/mcn-boot-project,https://github.com/kse-music/mcn-boot-project,True,security_updates_only,security_only_ever,False,True,2020-07-02T03:06:43Z,https://github.com/kse-music/mcn-boot-project/pull/1,1.0,dependabot,Bump mysql-connector-java from 5.1.47 to 8.0.16 in /mcn-boot-dependencies,False,,,,,,2026-08-14T17:55:54.925529+00:00
kubernetes-client/java,https://github.com/kubernetes-client/java,True,both_security_and_version_updates,version_then_security,False,True,2020-06-21T04:59:05Z,https://github.com/kubernetes-client/java/pull/986,986.0,dependabot,Bump jose4j from 0.7.0 to 0.7.1,True,.github/dependabot.yml,2020-06-19T23:25:19Z,6ead7d7300d2de557af5afd5d05ec00a12f103d6,https://github.com/kubernetes-client/java/commit/6ead7d7300d2de557af5afd5d05ec00a12f103d6,,2026-08-14T17:56:00.897122+00:00
kuehne-trustable-de/ca3sCore,https://github.com/kuehne-trustable-de/ca3sCore,True,security_updates_only,security_only_ever,False,True,2019-12-18T09:09:08Z,https://github.com/kuehne-trustable-de/ca3sCore/pull/1,1.0,dependabot,Bump swagger-ui from 2.2.10 to 3.23.11,False,,,,,,2026-08-14T17:56:07.749206+00:00
labai/ted,https://github.com/labai/ted,True,security_updates_only,security_only_ever,False,True,2020-07-01T17:37:00Z,https://github.com/labai/ted/pull/1,1.0,dependabot,Bump mysql-connector-java from 8.0.12 to 8.0.16 in /ted-driver,False,,,,,,2026-08-14T17:56:13.436773+00:00
languagetool-org/languagetool,https://github.com/languagetool-org/languagetool,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:56:19.625065+00:00
lazy-koala/java-toolkit,https://github.com/lazy-koala/java-toolkit,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:56:25.707554+00:00
liaochong/myexcel,https://github.com/liaochong/myexcel,True,security_updates_only,security_only_ever,False,True,2021-08-23T20:45:04Z,https://github.com/liaochong/myexcel/pull/322,322.0,dependabot,Bump jsoup from 1.13.1 to 1.14.2,False,,,,,,2026-08-14T17:56:33.311262+00:00
librespot-org/librespot-java,https://github.com/librespot-org/librespot-java,True,both_security_and_version_updates,security_then_version,True,True,2020-11-17T09:05:53Z,https://github.com/librespot-org/librespot-java/pull/256,256.0,dependabot-preview,Bump commons-net from 3.6 to 3.7.2,True,.github/dependabot.yml,2021-04-28T22:34:19Z,a271952fcfcc931fd7206cbf88b7cfd4973f419c,https://github.com/librespot-org/librespot-java/commit/a271952fcfcc931fd7206cbf88b7cfd4973f419c,162.56141203703703,2026-08-14T17:56:39.094979+00:00
liferay/portletmvc4spring,https://github.com/liferay/portletmvc4spring,True,security_updates_only,security_only_ever,False,True,2020-01-08T17:23:41Z,https://github.com/liferay/portletmvc4spring/pull/3,3.0,dependabot,Bump hibernate-validator from 6.0.14.Final to 6.1.0.Final,False,,,,,,2026-08-14T17:56:45.197152+00:00
lightblueseas/email-tails,https://github.com/lightblueseas/email-tails,True,security_updates_only,security_only_ever,False,True,2022-02-28T14:38:57Z,https://github.com/lightblueseas/email-tails/pull/8,8.0,dependabot,Bump xstream from 1.4.11.1 to 1.4.19,False,,,,,,2026-08-14T17:56:51.117585+00:00
lijiahangmax/orion-kit,https://github.com/lijiahangmax/orion-kit,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:56:57.769317+00:00
linqs/psl,https://github.com/linqs/psl,True,security_updates_only,security_only_ever,False,True,2020-05-21T19:21:21Z,https://github.com/linqs/psl/pull/272,272.0,dependabot,Bump commons-configuration2 from 2.2 to 2.7 in /psl-core,False,,,,,,2026-08-14T17:57:03.722411+00:00
lionsoul2014/jcseg,https://github.com/lionsoul2014/jcseg,True,security_updates_only,security_only_ever,False,True,2020-10-13T07:29:32Z,https://github.com/lionsoul2014/jcseg/pull/60,60.0,dependabot,Bump junit from 3.8.1 to 4.13.1 in /jcseg-elasticsearch,False,,,,,,2026-08-14T17:57:11.306104+00:00
liquibase/liquibase-cache,https://github.com/liquibase/liquibase-cache,True,both_security_and_version_updates,security_then_version,True,True,2020-05-29T14:15:45Z,https://github.com/liquibase/liquibase-cache/pull/2,2.0,dependabot-preview,Bump liquibase-core from 3.3.0 to 3.9.0,True,.github/dependabot.yml,2021-04-28T16:46:50Z,a8f2894596826bb11afbacfacb2c0c79dd86eccf,https://github.com/liquibase/liquibase-cache/commit/a8f2894596826bb11afbacfacb2c0c79dd86eccf,334.1049189814815,2026-08-14T17:57:17.625964+00:00
liquibase/liquibase-cosmosdb,https://github.com/liquibase/liquibase-cosmosdb,True,both_security_and_version_updates,security_then_version,True,True,2021-04-13T16:57:19Z,https://github.com/liquibase/liquibase-cosmosdb/pull/15,15.0,dependabot-preview,Bump lombok from 1.18.18 to 1.18.20,True,.github/dependabot.yml,2021-04-30T06:37:45Z,6200d6aca8f0f98400bddd60479f678f6c03704b,https://github.com/liquibase/liquibase-cosmosdb/commit/6200d6aca8f0f98400bddd60479f678f6c03704b,16.56974537037037,2026-08-14T17:57:25.639388+00:00
liquibase/liquibase-db2i,https://github.com/liquibase/liquibase-db2i,True,both_security_and_version_updates,security_then_version,True,True,2020-04-21T16:43:08Z,https://github.com/liquibase/liquibase-db2i/pull/10,10.0,dependabot-preview,Bump nexus-staging-maven-plugin from 1.6.5 to 1.6.8,True,.github/dependabot.yml,2021-04-28T16:46:34Z,d7bc273231de48527ce07d04af8d4caea41af25d,https://github.com/liquibase/liquibase-db2i/commit/d7bc273231de48527ce07d04af8d4caea41af25d,372.00238425925926,2026-08-14T17:57:33.323796+00:00
liquibase/liquibase-filechangelog,https://github.com/liquibase/liquibase-filechangelog,True,both_security_and_version_updates,security_then_version,True,True,2020-05-29T16:54:08Z,https://github.com/liquibase/liquibase-filechangelog/pull/1,1.0,dependabot-preview,Bump nexus-staging-maven-plugin from 1.6.5 to 1.6.8,True,.github/dependabot.yml,2021-04-28T16:46:47Z,6ce4c318ccdccd04f2d83afaf844eaf5a005f6ab,https://github.com/liquibase/liquibase-filechangelog/commit/6ce4c318ccdccd04f2d83afaf844eaf5a005f6ab,333.9948958333333,2026-08-14T17:57:41.409876+00:00
lithiumtech/flow,https://github.com/lithiumtech/flow,True,security_updates_only,security_only_ever,False,True,2019-12-02T23:18:03Z,https://github.com/lithiumtech/flow/pull/12,12.0,dependabot,Bump jetty-server from 9.4.21.v20190926 to 9.4.24.v20191120,False,,,,,,2026-08-14T17:57:50.158684+00:00
logfellow/logstash-logback-encoder,https://github.com/logfellow/logstash-logback-encoder,True,both_security_and_version_updates,version_then_security,False,True,2020-09-11T21:25:25Z,https://github.com/logfellow/logstash-logback-encoder/pull/426,426.0,dependabot,Bump assertj-core from 3.16.1 to 3.17.2,True,.github/dependabot.yml,2020-09-09T01:14:27Z,34bed0aae02b7a0b3fbdb60469e9f66f7b46ddd5,https://github.com/logfellow/logstash-logback-encoder/commit/34bed0aae02b7a0b3fbdb60469e9f66f7b46ddd5,,2026-08-14T17:57:57.013071+00:00
logzio/sawmill,https://github.com/logzio/sawmill,True,security_updates_only,security_only_ever,False,True,2019-07-31T07:26:11Z,https://github.com/logzio/sawmill/pull/183,183.0,dependabot,Bump jackson.version from 2.9.9 to 2.10.0.pr1,False,,,,,,2026-08-14T17:58:04.035485+00:00
luisgoncalves/xades4j,https://github.com/luisgoncalves/xades4j,True,both_security_and_version_updates,security_then_version,True,True,2020-10-12T19:53:01Z,https://github.com/luisgoncalves/xades4j/pull/211,211.0,dependabot,Bump junit from 4.11 to 4.13.1,True,.github/dependabot.yml,2024-07-30T18:31:05Z,889ec5bbd25952a04778d7368b5d6fc2d756491d,https://github.com/luisgoncalves/xades4j/commit/889ec5bbd25952a04778d7368b5d6fc2d756491d,1386.943101851852,2026-08-14T17:58:10.364152+00:00
lukas-krecan/smock,https://github.com/lukas-krecan/smock,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:58:22.608357+00:00
mangstadt/ez-vcard,https://github.com/mangstadt/ez-vcard,True,security_updates_only,security_only_ever,False,True,2020-10-13T06:52:20Z,https://github.com/mangstadt/ez-vcard/pull/111,111.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:58:28.764230+00:00
marcust/jzenith,https://github.com/marcust/jzenith,True,security_updates_only,security_only_ever,False,True,2018-10-01T19:45:41Z,https://github.com/marcust/jzenith/pull/8,8.0,dependabot-preview,Bump rxjava2-jdbc from 0.1-RC37 to 0.1-RC39,False,,,,,,2026-08-14T17:58:34.845321+00:00
marklogic/marklogic-contentpump,https://github.com/marklogic/marklogic-contentpump,True,security_updates_only,security_only_ever,False,True,2019-11-13T06:32:27Z,https://github.com/marklogic/marklogic-contentpump/pull/120,120.0,dependabot,Bump jackson-databind from 2.9.0 to 2.9.10.1 in /mlcp,False,,,,,,2026-08-14T17:58:42.307701+00:00
martinpaljak/GlobalPlatformPro,https://github.com/martinpaljak/GlobalPlatformPro,True,security_updates_only,security_only_ever,False,True,2023-05-01T20:54:56Z,https://github.com/martinpaljak/GlobalPlatformPro/pull/311,311.0,dependabot,Bump testng from 7.4.0 to 7.7.0 in /library,False,,,,,,2026-08-14T17:58:48.827808+00:00
matjaz99/alertmonitor,https://github.com/matjaz99/alertmonitor,True,security_updates_only,security_only_ever,False,True,2022-05-20T20:58:40Z,https://github.com/matjaz99/alertmonitor/pull/21,21.0,dependabot,Bump gson from 2.8.5 to 2.8.9,False,,,,,,2026-08-14T17:58:55.333229+00:00
maxmind/minfraud-api-java,https://github.com/maxmind/minfraud-api-java,True,both_security_and_version_updates,security_then_version,True,True,2019-10-03T18:34:31Z,https://github.com/maxmind/minfraud-api-java/pull/57,57.0,dependabot-preview,Bump versions-maven-plugin from 2.1 to 2.7,True,.github/dependabot.yml,2021-02-11T19:56:53Z,37171e7e96ba4735e2f968641e8c9f98c9522fc2,https://github.com/maxmind/minfraud-api-java/commit/37171e7e96ba4735e2f968641e8c9f98c9522fc2,497.05719907407405,2026-08-14T17:59:01.094475+00:00
mbizhani/Wickomp,https://github.com/mbizhani/Wickomp,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:59:08.393720+00:00
mcollovati/vertx-vaadin,https://github.com/mcollovati/vertx-vaadin,True,both_security_and_version_updates,security_then_version,True,True,2020-01-31T18:07:16Z,https://github.com/mcollovati/vertx-vaadin/pull/31,31.0,dependabot,Bump checkstyle from 8.20 to 8.29,True,.github/dependabot.yml,2024-12-22T12:34:34Z,36cd09d182c12a3118e1b30af6a7f6ede72d713a,https://github.com/mcollovati/vertx-vaadin/commit/36cd09d182c12a3118e1b30af6a7f6ede72d713a,1786.7689583333333,2026-08-14T17:59:15.368442+00:00
mediathekview/MLib,https://github.com/mediathekview/MLib,True,security_updates_only,security_only_ever,False,True,2020-07-01T19:06:22Z,https://github.com/mediathekview/MLib/pull/120,120.0,dependabot,Bump log4j-core from 2.11.1 to 2.13.2,False,,,,,,2026-08-14T17:59:21.417022+00:00
mercibe/jxsl,https://github.com/mercibe/jxsl,True,security_updates_only,security_only_ever,False,True,2020-04-17T15:20:04Z,https://github.com/mercibe/jxsl/pull/6,6.0,dependabot,Bump xstream from 1.3.1 to 1.4.6,False,,,,,,2026-08-14T17:59:29.002677+00:00
messagebird/java-rest-api,https://github.com/messagebird/java-rest-api,True,security_updates_only,security_only_ever,False,True,2020-10-13T09:06:45Z,https://github.com/messagebird/java-rest-api/pull/131,131.0,dependabot,Bump junit from 4.12 to 4.13.1 in /api,False,,,,,,2026-08-14T17:59:34.313805+00:00
mhradek/aurkitu,https://github.com/mhradek/aurkitu,True,security_updates_only,security_only_ever,False,True,2020-06-15T20:57:56Z,https://github.com/mhradek/aurkitu/pull/18,18.0,dependabot,Bump commons-collections4 from 4.0 to 4.1 in /aurkitu-maven-plugin,False,,,,,,2026-08-14T17:59:39.959866+00:00
mike10004/har-replay,https://github.com/mike10004/har-replay,True,security_updates_only,security_only_ever,False,True,2019-10-31T17:30:13Z,https://github.com/mike10004/har-replay/pull/4,4.0,dependabot,Bump jackson.version from 2.9.10 to 2.10.0,False,,,,,,2026-08-14T17:59:47.771409+00:00
miltonio/milton2,https://github.com/miltonio/milton2,True,security_updates_only,security_only_ever,False,True,2019-10-29T20:08:58Z,https://github.com/miltonio/milton2/pull/122,122.0,dependabot,Bump jetty.version from 8.1.5.v20120716 to 9.4.22.v20191022 in /examples/milton-embedded,False,,,,,,2026-08-14T17:59:54.251344+00:00
mizool/mizool,https://github.com/mizool/mizool,True,both_security_and_version_updates,security_then_version,True,True,2019-10-29T14:21:46Z,https://github.com/mizool/mizool/pull/150,150.0,dependabot,Bump jackson.version from 2.8.9 to 2.10.0,True,.github/dependabot.yml,2025-08-08T13:03:27Z,4dd856d98bd0208d8ea6ed3f0084a482aa2f7218,https://github.com/mizool/mizool/commit/4dd856d98bd0208d8ea6ed3f0084a482aa2f7218,2109.945613425926,2026-08-14T18:00:00.826564+00:00
mkolisnyk/cucumber-reports,https://github.com/mkolisnyk/cucumber-reports,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T18:00:08.916399+00:00
mnemonic-no/messaging,https://github.com/mnemonic-no/messaging,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T18:00:14.825952+00:00
molindo/esi4j,https://github.com/molindo/esi4j,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T18:00:21.404512+00:00
mrami4/bluecircle-json-interface-generator,https://github.com/mrami4/bluecircle-json-interface-generator,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T18:00:28.071311+00:00
mrniko/netty-socketio,https://github.com/mrniko/netty-socketio,True,security_updates_only,security_only_ever,False,True,2019-11-20T07:56:34Z,https://github.com/mrniko/netty-socketio/pull/719,719.0,dependabot,Bump jackson-databind from 2.9.9.2 to 2.9.10.1,False,,,,,,2026-08-14T18:00:37.587561+00:00
msoute/vertx-deploy-mod,https://github.com/msoute/vertx-deploy-mod,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T18:00:42.952069+00:00
mulesoft/mule,https://github.com/mulesoft/mule,True,security_updates_only,security_only_ever,False,True,2019-06-25T18:53:20Z,https://github.com/mulesoft/mule/pull/7996,7996.0,dependabot,Bump jettyVersion from 9.0.7.v20131107 to 9.4.19.v20190610,False,,,,,,2026-08-14T18:00:51.502071+00:00
mulesoft/mule-soap-service,https://github.com/mulesoft/mule-soap-service,True,security_updates_only,security_only_ever,False,True,2019-12-12T18:10:26Z,https://github.com/mulesoft/mule-soap-service/pull/130,130.0,dependabot,Bump jettyVersion from 9.4.14.v20181114 to 9.4.24.v20191120,False,,,,,,2026-08-14T18:00:57.934799+00:00
mybatis/guice,https://github.com/mybatis/guice,True,both_security_and_version_updates,security_then_version,True,True,2019-11-02T19:10:58Z,https://github.com/mybatis/guice/pull/147,147.0,dependabot,Bump c3p0 from 0.9.5.2 to 0.9.5.4,True,.github/dependabot.yml,2020-07-05T00:03:41Z,f65dd52997835547989100b0102eae57703e2385,https://github.com/mybatis/guice/commit/f65dd52997835547989100b0102eae57703e2385,245.20327546296295,2026-08-14T18:01:03.309019+00:00
mybatis/spring,https://github.com/mybatis/spring,True,both_security_and_version_updates,security_then_version,True,True,2019-11-10T08:33:57Z,https://github.com/mybatis/spring/pull/412,412.0,dependabot-preview,Bump hsqldb from 2.4.1 to 2.5.0,True,.github/dependabot.yml,2020-07-04T23:57:00Z,ffdf16f7a1cc8736200ede5330dbddc1a766917c,https://github.com/mybatis/spring/commit/ffdf16f7a1cc8736200ede5330dbddc1a766917c,237.64100694444446,2026-08-14T18:01:11.079001+00:00
mybatis/spring-boot-starter,https://github.com/mybatis/spring-boot-starter,True,both_security_and_version_updates,security_then_version,True,True,2019-11-10T08:34:26Z,https://github.com/mybatis/spring-boot-starter/pull/391,391.0,dependabot-preview,Bump spring-boot.version from 2.1.9.RELEASE to 2.2.1.RELEASE,True,.github/dependabot.yml,2020-07-04T23:56:57Z,5d6068dae739850ab710c249957878653570c209,https://github.com/mybatis/spring-boot-starter/commit/5d6068dae739850ab710c249957878653570c209,237.64063657407408,2026-08-14T18:01:19.052653+00:00
