source_row_index,CVE_ID,Commit Message,Links in Message,Link Presence,PATCH,repository,type_of_reporting,first_link_in_message,first_link_type_for_created_date,first_link,mined_link_type,link_created_at,link_created_date_source,link_created_date_status,link_created_date_reason,created_date_kind,retry_link,retry_link_type,retry_mined_link_type,retry_link_created_at,retry_link_created_date_status,retry_link_created_date_reason,retry_link_created_date_source,retry_created_date_kind
21,CVE-2016-6793,"Do not (de)serialize DiskFileItem.

X-Ref: https://github.com/apache/commons-fileupload/commit/7b201e44962c99cf4019e137aee9ccc0273c3ab1",https://github.com/apache/commons-fileupload/commit/7b201e44962c99cf4019e137aee9ccc0273c3ab1,contains links,https://github.com/apache/wicket/commit/134686ef7185d3f96fec953136ab4847cd36b68,apache/wicket,other,https://github.com/apache/commons-fileupload/commit/7b201e44962c99cf4019e137aee9ccc0273c3ab1,github commit,https://github.com/apache/commons-fileupload/commit/7b201e44962c99cf4019e137aee9ccc0273c3ab1,github commit,,https://github.com/apache/commons-fileupload/commit/7b201e44962c99cf4019e137aee9ccc0273c3ab1,not_available,created date parser not implemented for link type: github commit,,https://github.com/apache/commons-fileupload/commit/7b201e44962c99cf4019e137aee9ccc0273c3ab1,github commit,github commit,2016-05-12T13:39:38Z,ok,GitHub commit URL has no created_at; used commit committer date,https://api.github.com/repos/apache/commons-fileupload/commits/7b201e44962c99cf4019e137aee9ccc0273c3ab1,commit_committer_date
